"layer_from","layer_to","ave_distance","turnover","trial"
1,10,389081.6723,0.108108108108108,986
1,10,389081.6723,0.075,234
1,10,389081.6723,0.147058823529412,982
1,10,389081.6723,0.128205128205128,943
1,10,389081.6723,0.153846153846154,957
1,10,389081.6723,0.121212121212121,981
1,10,389081.6723,0.125,938
1,10,389081.6723,0.0967741935483871,274
1,10,389081.6723,0.111111111111111,54
1,10,389081.6723,0.131578947368421,942
1,10,389081.6723,0.189189189189189,178
1,10,389081.6723,0.225,212
1,10,389081.6723,0.105263157894737,278
1,10,389081.6723,0.0857142857142857,35
1,10,389081.6723,0.142857142857143,173
1,10,389081.6723,0.108108108108108,235
1,10,389081.6723,0.189189189189189,455
1,10,389081.6723,0.0833333333333333,133
1,10,389081.6723,0.0344827586206897,984
1,10,389081.6723,0.09375,944
1,10,389081.6723,0.166666666666667,177
1,10,389081.6723,0.121951219512195,985
1,10,389081.6723,0.0930232558139535,129
1,10,389081.6723,0.0465116279069767,939
1,10,389081.6723,0.230769230769231,299
1,10,389081.6723,0.176470588235294,432
1,10,389081.6723,0.135135135135135,940
1,10,389081.6723,0.184210526315789,988
1,10,389081.6723,0.0930232558139535,32
1,10,389081.6723,0.2,941
1,10,389081.6723,0.138888888888889,55
1,10,389081.6723,0.0909090909090909,195
1,10,389081.6723,0.0645161290322581,231
1,10,389081.6723,0.121951219512195,250
1,10,389081.6723,0.114285714285714,276
1,10,389081.6723,0.108108108108108,56
1,10,389081.6723,0.0731707317073171,232
1,10,389081.6723,0.0263157894736842,130
1,10,389081.6723,0.09375,987
1,10,389081.6723,0.166666666666667,233
1,10,389081.6723,0.133333333333333,131
1,10,389081.6723,0.111111111111111,213
1,10,389081.6723,0.075,983
1,10,389081.6723,0.0967741935483871,275
1,10,389081.6723,0.0833333333333333,134
1,10,389081.6723,0.219512195121951,236
1,10,389081.6723,0.230769230769231,34
1,10,389081.6723,0.119047619047619,128
1,10,389081.6723,0.121951219512195,27
1,10,389081.6723,0.0606060606060606,924
1,10,389081.6723,0.131578947368421,945
1,10,389081.6723,0.0263157894736842,958
1,10,389081.6723,0.09375,36
1,10,389081.6723,0.111111111111111,273
1,10,389081.6723,0.128205128205128,179
1,10,389081.6723,0.0882352941176471,174
1,10,389081.6723,0.138888888888889,456
1,10,389081.6723,0.0909090909090909,928
1,10,389081.6723,0.153846153846154,33
1,10,389081.6723,0.138888888888889,230
1,10,389081.6723,0.113636363636364,256
1,10,389081.6723,0.138888888888889,297
1,10,389081.6723,0.15625,291
1,10,389081.6723,0.0882352941176471,272
1,10,389081.6723,0.0625,279
1,10,389081.6723,0.157894736842105,998
1,10,389081.6723,0.151515151515152,925
1,10,389081.6723,0.0789473684210526,152
1,10,389081.6723,0.157894736842105,132
1,10,389081.6723,0.138888888888889,960
1,10,389081.6723,0.142857142857143,335
1,10,389081.6723,0.153846153846154,537
1,10,389081.6723,0.111111111111111,175
1,10,389081.6723,0.111111111111111,323
1,10,389081.6723,0.121212121212121,929
1,10,389081.6723,0.0789473684210526,196
1,10,389081.6723,0.208333333333333,237
1,10,389081.6723,0.137931034482759,251
1,10,389081.6723,0.15625,57
1,10,389081.6723,0.15,285
1,10,389081.6723,0.09375,300
1,10,389081.6723,0.0833333333333333,919
1,10,389081.6723,0.0697674418604651,947
1,10,389081.6723,0.195121951219512,322
1,10,389081.6723,0.171428571428571,989
1,10,389081.6723,0.127659574468085,679
1,10,389081.6723,0.09375,936
1,10,389081.6723,0.108108108108108,148
1,10,389081.6723,0.0810810810810811,937
1,10,389081.6723,0.133333333333333,991
1,10,389081.6723,0.205882352941176,76
1,10,389081.6723,0.171428571428571,326
1,10,389081.6723,0.121951219512195,151
1,10,389081.6723,0.142857142857143,474
1,10,389081.6723,0.121212121212121,158
1,10,389081.6723,0.1,192
1,10,389081.6723,0.0571428571428571,328
1,10,389081.6723,0.0444444444444444,678
1,10,389081.6723,0.131578947368421,214
1,10,389081.6723,0.0930232558139535,296
1,10,389081.6723,0.0625,457
1,10,389081.6723,0.228571428571429,135
1,10,389081.6723,0.153846153846154,331
1,10,389081.6723,0.0666666666666667,190
1,10,389081.6723,0.194444444444444,433
1,10,389081.6723,0.166666666666667,258
1,10,389081.6723,0.216216216216216,157
1,10,389081.6723,0.1875,959
1,10,389081.6723,0.0888888888888889,280
1,10,389081.6723,0.111111111111111,435
1,10,389081.6723,0.15625,301
1,10,389081.6723,0.219512195121951,180
1,10,389081.6723,0.125,827
1,10,389081.6723,0.13953488372093,344
1,10,389081.6723,0.147058823529412,990
1,10,389081.6723,0.233333333333333,94
1,10,389081.6723,0.171428571428571,176
1,10,389081.6723,0.0697674418604651,277
1,10,389081.6723,0.175,325
1,10,389081.6723,0.102564102564103,931
1,10,389081.6723,0.138888888888889,946
1,10,389081.6723,0.121951219512195,327
1,10,389081.6723,0.129032258064516,37
1,10,389081.6723,0.0857142857142857,125
1,10,389081.6723,0.108108108108108,954
1,10,389081.6723,0.103448275862069,329
1,10,389081.6723,0.0869565217391304,976
1,10,389081.6723,0.151515151515152,955
1,10,389081.6723,0.236842105263158,996
1,10,389081.6723,0.103448275862069,324
1,10,389081.6723,0.142857142857143,997
1,10,389081.6723,0.151515151515152,735
1,10,389081.6723,0.111111111111111,292
1,10,389081.6723,0.1,191
1,10,389081.6723,0.176470588235294,434
1,10,389081.6723,0.125,999
1,10,389081.6723,0.131578947368421,475
1,10,389081.6723,0.111111111111111,153
1,10,389081.6723,0.15,920
1,10,389081.6723,0.175,961
1,10,389081.6723,0.121951219512195,336
1,10,389081.6723,0.09375,538
1,10,389081.6723,0.147058823529412,977
1,10,389081.6723,0.162162162162162,257
1,10,389081.6723,0.1,298
1,10,389081.6723,0.151515151515152,197
1,10,389081.6723,0.0909090909090909,238
1,10,389081.6723,0.107142857142857,77
1,10,389081.6723,0.222222222222222,58
1,10,389081.6723,0.108695652173913,926
1,10,389081.6723,0.0857142857142857,281
1,10,389081.6723,0.0769230769230769,159
1,10,389081.6723,0.0769230769230769,948
1,10,389081.6723,0.0512820512820513,302
1,10,389081.6723,0.162162162162162,181
1,10,389081.6723,0.142857142857143,680
1,10,389081.6723,0.151515151515152,345
1,10,389081.6723,0.296296296296296,930
1,10,389081.6723,0.162162162162162,304
1,10,389081.6723,0.175,992
1,10,389081.6723,0.15,124
1,10,389081.6723,0.21875,64
1,10,389081.6723,0.125,286
1,10,389081.6723,0.128205128205128,146
1,10,389081.6723,0.0465116279069767,287
1,10,389081.6723,0.0789473684210526,187
1,10,389081.6723,0.135135135135135,995
1,10,389081.6723,0.0882352941176471,288
1,10,389081.6723,0.0769230769230769,269
1,10,389081.6723,0.075,149
1,10,389081.6723,0.108108108108108,553
1,10,389081.6723,0.0909090909090909,108
1,10,389081.6723,0.166666666666667,332
1,10,389081.6723,0.147058823529412,29
1,10,389081.6723,0.0857142857142857,736
1,10,389081.6723,0.128205128205128,354
1,10,389081.6723,0.117647058823529,253
1,10,389081.6723,0.142857142857143,294
1,10,389081.6723,0.108108108108108,193
1,10,389081.6723,0.111111111111111,73
1,10,389081.6723,0.233333333333333,395
1,10,389081.6723,0.108695652173913,215
1,10,389081.6723,0.1,155
1,10,389081.6723,0.116279069767442,458
1,10,389081.6723,0.205128205128205,136
1,10,389081.6723,0.194444444444444,95
1,10,389081.6723,0.0789473684210526,682
1,10,389081.6723,0.138888888888889,379
1,10,389081.6723,0.1,259
1,10,389081.6723,0.157894736842105,622
1,10,389081.6723,0.0952380952380952,704
1,10,389081.6723,0.219512195121951,240
1,10,389081.6723,0.131578947368421,38
1,10,389081.6723,0.15,282
1,10,389081.6723,0.0625,221
1,10,389081.6723,0.105263157894737,828
1,10,389081.6723,0.0833333333333333,303
1,10,389081.6723,0.1,142
1,10,389081.6723,0.152173913043478,284
1,10,389081.6723,0.0930232558139535,63
1,10,389081.6723,0.0571428571428571,225
1,10,389081.6723,0.0769230769230769,347
1,10,389081.6723,0.121212121212121,932
1,10,389081.6723,0.166666666666667,186
1,10,389081.6723,0.0833333333333333,994
1,10,389081.6723,0.0909090909090909,227
1,10,389081.6723,0.131578947368421,126
1,10,389081.6723,0.147058823529412,814
1,10,389081.6723,0.0857142857142857,915
1,10,389081.6723,0.0571428571428571,107
1,10,389081.6723,0.119047619047619,956
1,10,389081.6723,0.230769230769231,28
1,10,389081.6723,0.142857142857143,978
1,10,389081.6723,0.0666666666666667,353
1,10,389081.6723,0.0857142857142857,454
1,10,389081.6723,0.212121212121212,293
1,10,389081.6723,0.222222222222222,110
1,10,389081.6723,0.0789473684210526,72
1,10,389081.6723,0.0882352941176471,1000
1,10,389081.6723,0.1,577
1,10,389081.6723,0.114285714285714,154
1,10,389081.6723,0.103448275862069,921
1,10,389081.6723,0.102564102564103,962
1,10,389081.6723,0.157894736842105,337
1,10,389081.6723,0.15625,539
1,10,389081.6723,0.128205128205128,681
1,10,389081.6723,0.138888888888889,217
1,10,389081.6723,0.0689655172413793,621
1,10,389081.6723,0.131578947368421,198
1,10,389081.6723,0.0967741935483871,239
1,10,389081.6723,0.285714285714286,78
1,10,389081.6723,0.125,59
1,10,389081.6723,0.194444444444444,927
1,10,389081.6723,0.0769230769230769,60
1,10,389081.6723,0.175,160
1,10,389081.6723,0.166666666666667,949
1,10,389081.6723,0.236842105263158,283
1,10,389081.6723,0.166666666666667,182
1,10,389081.6723,0.0975609756097561,829
1,10,389081.6723,0.133333333333333,346
1,10,389081.6723,0.117647058823529,265
1,10,389081.6723,0.0909090909090909,305
1,10,389081.6723,0.176470588235294,993
1,10,389081.6723,0.136363636363636,226
1,10,389081.6723,0.121212121212121,65
1,10,389081.6723,0.0789473684210526,933
1,10,389081.6723,0.148148148148148,147
1,10,389081.6723,0.219512195121951,106
1,10,389081.6723,0.307692307692308,188
1,10,389081.6723,0.129032258064516,229
1,10,389081.6723,0.119047619047619,289
1,10,389081.6723,0.2,270
1,10,389081.6723,0.128205128205128,150
1,10,389081.6723,0.181818181818182,554
1,10,389081.6723,0.192307692307692,109
1,10,389081.6723,0.0769230769230769,333
1,10,389081.6723,0.0303030303030303,30
1,10,389081.6723,0.0526315789473684,737
1,10,389081.6723,0.131578947368421,355
1,10,389081.6723,0.0681818181818182,254
1,10,389081.6723,0.142857142857143,295
1,10,389081.6723,0.179487179487179,194
1,10,389081.6723,0.102564102564103,74
1,10,389081.6723,0.075,396
1,10,389081.6723,0.181818181818182,216
1,10,389081.6723,0.162790697674419,156
1,10,389081.6723,0.138888888888889,459
1,10,389081.6723,0.0882352941176471,137
1,10,389081.6723,0.0967741935483871,96
1,10,389081.6723,0.146341463414634,683
1,10,389081.6723,0.121951219512195,380
1,10,389081.6723,0.15,260
1,10,389081.6723,0.157894736842105,623
1,10,389081.6723,0.0681818181818182,705
1,10,389081.6723,0.121212121212121,241
1,10,389081.6723,0.0833333333333333,39
1,10,389081.6723,0.0967741935483871,61
1,10,389081.6723,0.121212121212121,222
1,10,389081.6723,0.151515151515152,42
1,10,389081.6723,0.179487179487179,162
1,10,389081.6723,0.119047619047619,143
1,10,389081.6723,0.0882352941176471,244
