"trial_number","layer_from","node_from","layer_to","node_to"
147,1,109,"9",109
147,1,243,"2",243
147,1,243,"5",243
147,1,243,"9",243
147,1,88,"11",88
147,1,217,"14",217
147,1,217,"2",217
147,1,217,"3",217
147,1,217,"9",217
147,1,270,"11",270
147,1,270,"13",270
147,1,270,"7",270
147,1,235,"10",235
147,1,235,"11",235
147,1,235,"3",235
147,1,235,"9",235
147,1,139,"4",139
147,1,139,"8",139
147,1,275,"10",275
147,1,275,"11",275
147,1,275,"12",275
147,1,275,"13",275
147,1,275,"14",275
147,1,275,"2",275
147,1,275,"3",275
147,1,275,"6",275
147,1,275,"7",275
147,1,275,"8",275
147,1,275,"9",275
147,1,44,"12",44
147,1,44,"3",44
147,1,44,"6",44
147,1,44,"8",44
147,1,62,"10",62
147,1,62,"13",62
147,1,276,"10",276
147,1,276,"14",276
147,1,276,"5",276
147,1,199,"10",199
147,1,199,"11",199
147,1,199,"14",199
147,1,165,"10",165
147,1,165,"12",165
147,1,165,"13",165
147,1,165,"14",165
147,1,165,"2",165
147,1,165,"5",165
147,1,165,"6",165
147,1,165,"8",165
147,1,165,"9",165
147,1,242,"10",242
147,1,242,"12",242
147,1,242,"3",242
147,1,242,"4",242
147,1,242,"7",242
147,1,242,"8",242
147,1,141,"10",141
147,1,141,"11",141
147,1,141,"13",141
147,1,141,"14",141
147,1,141,"8",141
147,1,187,"10",187
147,1,187,"11",187
147,1,187,"12",187
147,1,187,"13",187
147,1,187,"14",187
147,1,187,"5",187
147,1,187,"7",187
147,1,187,"8",187
147,1,187,"9",187
147,1,111,"10",111
147,1,111,"12",111
147,1,111,"14",111
147,1,111,"2",111
147,1,111,"5",111
147,1,111,"9",111
147,1,170,"10",170
147,1,170,"13",170
147,1,170,"14",170
147,1,170,"2",170
147,1,170,"3",170
147,1,170,"4",170
147,1,170,"5",170
147,1,170,"6",170
147,1,170,"7",170
147,1,170,"8",170
147,1,145,"4",145
147,1,202,"9",202
147,1,216,"12",216
147,1,216,"14",216
147,1,216,"2",216
147,1,216,"3",216
147,1,216,"6",216
147,1,216,"7",216
147,1,138,"13",138
147,1,138,"2",138
147,1,138,"6",138
147,1,138,"7",138
147,1,138,"8",138
147,1,194,"14",194
147,1,236,"11",236
147,1,254,"14",254
147,1,254,"2",254
147,1,254,"5",254
147,1,40,"8",40
147,1,284,"10",284
147,1,284,"12",284
147,1,284,"13",284
147,1,284,"2",284
147,1,284,"3",284
147,1,284,"4",284
147,1,284,"5",284
147,1,284,"6",284
147,1,73,"10",73
147,1,73,"7",73
147,1,274,"10",274
147,1,274,"12",274
147,1,274,"13",274
147,1,274,"2",274
147,1,274,"3",274
147,1,274,"4",274
147,1,274,"5",274
147,1,274,"6",274
147,1,274,"7",274
147,1,274,"8",274
147,1,274,"9",274
147,1,225,"13",225
147,1,225,"8",225
147,1,101,"10",101
147,1,101,"12",101
147,1,101,"5",101
147,1,101,"6",101
147,1,101,"8",101
147,10,276,"1",276
147,10,276,"14",276
147,10,276,"5",276
147,10,284,"1",284
147,10,284,"12",284
147,10,284,"13",284
147,10,284,"2",284
147,10,284,"3",284
147,10,284,"4",284
147,10,284,"5",284
147,10,284,"6",284
147,10,141,"1",141
147,10,141,"11",141
147,10,141,"13",141
147,10,141,"14",141
147,10,141,"8",141
147,10,45,"8",45
147,10,165,"1",165
147,10,165,"12",165
147,10,165,"13",165
147,10,165,"14",165
147,10,165,"2",165
147,10,165,"5",165
147,10,165,"6",165
147,10,165,"8",165
147,10,165,"9",165
147,10,274,"1",274
147,10,274,"12",274
147,10,274,"13",274
147,10,274,"2",274
147,10,274,"3",274
147,10,274,"4",274
147,10,274,"5",274
147,10,274,"6",274
147,10,274,"7",274
147,10,274,"8",274
147,10,274,"9",274
147,10,238,"12",238
147,10,238,"2",238
147,10,238,"8",238
147,10,275,"1",275
147,10,275,"11",275
147,10,275,"12",275
147,10,275,"13",275
147,10,275,"14",275
147,10,275,"2",275
147,10,275,"3",275
147,10,275,"6",275
147,10,275,"7",275
147,10,275,"8",275
147,10,275,"9",275
147,10,56,"14",56
147,10,56,"3",56
147,10,56,"7",56
147,10,111,"1",111
147,10,111,"12",111
147,10,111,"14",111
147,10,111,"2",111
147,10,111,"5",111
147,10,111,"9",111
147,10,92,"11",92
147,10,92,"13",92
147,10,92,"14",92
147,10,92,"2",92
147,10,92,"4",92
147,10,92,"5",92
147,10,92,"6",92
147,10,92,"7",92
147,10,92,"8",92
147,10,92,"9",92
147,10,170,"1",170
147,10,170,"13",170
