"layer_from","layer_to","ave","ave_dist","trial","ave_dist_in_km"
2,5,0.295454545454545,337055.48055,"0.4",337.05548055
2,6,0.431818181818182,376892.630125,"0.4",376.892630125
2,7,0.292682926829268,455676.643375,"0.4",455.676643375
3,4,0.717948717948718,116460.649125,"0.4",116.460649125
3,5,0.631578947368421,173858.830325,"0.4",173.858830325
3,6,0.581395348837209,200274.260075,"0.4",200.274260075
3,7,0.487179487179487,274346.546,"0.4",274.346546
4,5,0.558139534883721,57464.1820425,"0.4",57.4641820425
4,6,0.58695652173913,92999.56344,"0.4",92.99956344
4,7,0.431818181818182,172763.448,"0.4",172.763448
5,6,0.511111111111111,52751.492455,"0.4",52.751492455
5,7,0.45,129414.4136,"0.4",129.4144136
6,7,0.560975609756098,80112.73198,"0.4",80.11273198
1,2,0.382352941176471,305248.84735,"0.5",305.24884735
1,3,0.238095238095238,244280.590775,"0.5",244.280590775
1,4,0.244897959183673,339381.7762,"0.5",339.3817762
1,5,0.229166666666667,389094.179225,"0.5",389.094179225
1,6,0.224489795918367,390008.86975,"0.5",390.00886975
1,7,0.111111111111111,437371.016375,"0.5",437.371016375
2,3,0.340425531914894,190474.59875,"0.5",190.47459875
2,4,0.358490566037736,284225.3518,"0.5",284.2253518
2,5,0.272727272727273,337055.48055,"0.5",337.05548055
2,6,0.42,376892.630125,"0.5",376.892630125
2,7,0.244897959183673,455676.643375,"0.5",455.676643375
3,4,0.638297872340426,116460.649125,"0.5",116.460649125
3,5,0.530612244897959,173858.830325,"0.5",173.858830325
3,6,0.583333333333333,200274.260075,"0.5",200.274260075
3,7,0.404255319148936,274346.546,"0.5",274.346546
4,5,0.555555555555556,57464.1820425,"0.5",57.4641820425
4,6,0.517857142857143,92999.56344,"0.5",92.99956344
4,7,0.339285714285714,172763.448,"0.5",172.763448
5,6,0.482142857142857,52751.492455,"0.5",52.751492455
5,7,0.431372549019608,129414.4136,"0.5",129.4144136
6,7,0.510204081632653,80112.73198,"0.5",80.11273198
1,2,0.371428571428571,305248.84735,"0.6",305.24884735
1,3,0.1875,244280.590775,"0.6",244.280590775
1,4,0.230769230769231,339381.7762,"0.6",339.3817762
1,5,0.196078431372549,389094.179225,"0.6",389.094179225
1,6,0.196078431372549,390008.86975,"0.6",390.00886975
1,7,0.0869565217391304,437371.016375,"0.6",437.371016375
2,3,0.326923076923077,190474.59875,"0.6",190.47459875
2,4,0.333333333333333,284225.3518,"0.6",284.2253518
2,5,0.258620689655172,337055.48055,"0.6",337.05548055
2,6,0.403846153846154,376892.630125,"0.6",376.892630125
2,7,0.24,455676.643375,"0.6",455.676643375
3,4,0.634615384615385,116460.649125,"0.6",116.460649125
3,5,0.518518518518518,173858.830325,"0.6",173.858830325
3,6,0.547169811320755,200274.260075,"0.6",200.274260075
3,7,0.365384615384615,274346.546,"0.6",274.346546
4,5,0.53448275862069,57464.1820425,"0.6",57.4641820425
4,6,0.508474576271186,92999.56344,"0.6",92.99956344
4,7,0.322033898305085,172763.448,"0.6",172.763448
5,6,0.482758620689655,52751.492455,"0.6",52.751492455
5,7,0.415094339622642,129414.4136,"0.6",129.4144136
6,7,0.5,80112.73198,"0.6",80.11273198
1,2,0.371428571428571,305248.84735,"0.7",305.24884735
1,3,0.18,244280.590775,"0.7",244.280590775
1,4,0.218181818181818,339381.7762,"0.7",339.3817762
1,5,0.188679245283019,389094.179225,"0.7",389.094179225
1,6,0.188679245283019,390008.86975,"0.7",390.00886975
1,7,0.0869565217391304,437371.016375,"0.7",437.371016375
2,3,0.314814814814815,190474.59875,"0.7",190.47459875
2,4,0.295081967213115,284225.3518,"0.7",284.2253518
2,5,0.229508196721311,337055.48055,"0.7",337.05548055
2,6,0.363636363636364,376892.630125,"0.7",376.892630125
2,7,0.215686274509804,455676.643375,"0.7",455.676643375
3,4,0.578947368421053,116460.649125,"0.7",116.460649125
3,5,0.482758620689655,173858.830325,"0.7",173.858830325
3,6,0.535714285714286,200274.260075,"0.7",200.274260075
3,7,0.351851851851852,274346.546,"0.7",274.346546
4,5,0.540983606557377,57464.1820425,"0.7",57.4641820425
4,6,0.492063492063492,92999.56344,"0.7",92.99956344
4,7,0.306451612903226,172763.448,"0.7",172.763448
5,6,0.451612903225806,52751.492455,"0.7",52.751492455
5,7,0.4,129414.4136,"0.7",129.4144136
6,7,0.480769230769231,80112.73198,"0.7",80.11273198
1,2,0.371428571428571,305248.84735,"0.8",305.24884735
1,3,0.18,244280.590775,"0.8",244.280590775
1,4,0.214285714285714,339381.7762,"0.8",339.3817762
1,5,0.185185185185185,389094.179225,"0.8",389.094179225
1,6,0.181818181818182,390008.86975,"0.8",390.00886975
1,7,0.0833333333333333,437371.016375,"0.8",437.371016375
2,3,0.314814814814815,190474.59875,"0.8",190.47459875
2,4,0.290322580645161,284225.3518,"0.8",284.2253518
2,5,0.225806451612903,337055.48055,"0.8",337.05548055
2,6,0.350877192982456,376892.630125,"0.8",376.892630125
2,7,0.207547169811321,455676.643375,"0.8",455.676643375
3,4,0.516666666666667,116460.649125,"0.8",116.460649125
3,5,0.45,173858.830325,"0.8",173.858830325
3,6,0.491525423728814,200274.260075,"0.8",200.274260075
3,7,0.339285714285714,274346.546,"0.8",274.346546
4,5,0.523809523809524,57464.1820425,"0.8",57.4641820425
4,6,0.46969696969697,92999.56344,"0.8",92.99956344
4,7,0.272727272727273,172763.448,"0.8",172.763448
5,6,0.430769230769231,52751.492455,"0.8",52.751492455
5,7,0.379310344827586,129414.4136,"0.8",129.4144136
6,7,0.472727272727273,80112.73198,"0.8",80.11273198
1,2,0.361111111111111,305248.84735,"0.9",305.24884735
1,3,0.18,244280.590775,"0.9",244.280590775
1,4,0.206896551724138,339381.7762,"0.9",339.3817762
1,5,0.181818181818182,389094.179225,"0.9",389.094179225
1,6,0.175438596491228,390008.86975,"0.9",390.00886975
1,7,0.0784313725490196,437371.016375,"0.9",437.371016375
2,3,0.309090909090909,190474.59875,"0.9",190.47459875
2,4,0.276923076923077,284225.3518,"0.9",284.2253518
2,5,0.21875,337055.48055,"0.9",337.05548055
2,6,0.355932203389831,376892.630125,"0.9",376.892630125
2,7,0.192982456140351,455676.643375,"0.9",455.676643375
3,4,0.476190476190476,116460.649125,"0.9",116.460649125
3,5,0.442622950819672,173858.830325,"0.9",173.858830325
3,6,0.451612903225806,200274.260075,"0.9",200.274260075
3,7,0.322033898305085,274346.546,"0.9",274.346546
4,5,0.5,57464.1820425,"0.9",57.4641820425
4,6,0.442857142857143,92999.56344,"0.9",92.99956344
4,7,0.289855072463768,172763.448,"0.9",172.763448
5,6,0.411764705882353,52751.492455,"0.9",52.751492455
5,7,0.377049180327869,129414.4136,"0.9",129.4144136
6,7,0.457627118644068,80112.73198,"0.9",80.11273198
1,2,0.378378378378378,305248.84735,"1",305.24884735
1,3,0.169811320754717,244280.590775,"1",244.280590775
1,4,0.193548387096774,339381.7762,"1",339.3817762
1,5,0.172413793103448,389094.179225,"1",389.094179225
1,6,0.169491525423729,390008.86975,"1",390.00886975
1,7,0.0740740740740741,437371.016375,"1",437.371016375
2,3,0.293103448275862,190474.59875,"1",190.47459875
2,4,0.260869565217391,284225.3518,"1",284.2253518
2,5,0.208955223880597,337055.48055,"1",337.05548055
2,6,0.344262295081967,376892.630125,"1",376.892630125
2,7,0.183333333333333,455676.643375,"1",455.676643375
3,4,0.462686567164179,116460.649125,"1",116.460649125
3,5,0.415384615384615,173858.830325,"1",173.858830325
3,6,0.453125,200274.260075,"1",200.274260075
3,7,0.301587301587302,274346.546,"1",274.346546
4,5,0.485714285714286,57464.1820425,"1",57.4641820425
4,6,0.418918918918919,92999.56344,"1",92.99956344
4,7,0.287671232876712,172763.448,"1",172.763448
5,6,0.394366197183099,52751.492455,"1",52.751492455
5,7,0.375,129414.4136,"1",129.4144136
6,7,0.435483870967742,80112.73198,"1",80.11273198
