"layer_from","node_from","layer_to","node_to","trial_number"
7,1,"1",1,806
7,1,"9",1,806
7,1,"11",1,806
7,1,"8",1,806
7,1,"10",1,806
7,1,"12",1,806
9,1,"1",1,806
9,1,"7",1,806
9,1,"11",1,806
9,1,"8",1,806
9,1,"10",1,806
9,1,"12",1,806
11,1,"1",1,806
11,1,"7",1,806
11,1,"9",1,806
11,1,"8",1,806
11,1,"10",1,806
11,1,"12",1,806
8,1,"1",1,806
8,1,"7",1,806
8,1,"9",1,806
8,1,"11",1,806
8,1,"10",1,806
8,1,"12",1,806
10,1,"1",1,806
10,1,"7",1,806
10,1,"9",1,806
10,1,"11",1,806
10,1,"8",1,806
10,1,"12",1,806
12,1,"1",1,806
12,1,"7",1,806
12,1,"9",1,806
12,1,"11",1,806
12,1,"8",1,806
12,1,"10",1,806
10,10,"8",10,806
10,10,"14",10,806
10,10,"13",10,806
10,10,"11",10,806
10,10,"9",10,806
10,10,"7",10,806
10,10,"12",10,806
8,10,"10",10,806
8,10,"10",10,806
8,10,"14",10,806
8,10,"13",10,806
8,10,"11",10,806
8,10,"9",10,806
8,10,"7",10,806
8,10,"12",10,806
14,10,"10",10,806
14,10,"10",10,806
14,10,"8",10,806
14,10,"13",10,806
14,10,"11",10,806
14,10,"9",10,806
14,10,"7",10,806
14,10,"12",10,806
13,10,"10",10,806
13,10,"10",10,806
13,10,"8",10,806
13,10,"14",10,806
13,10,"11",10,806
13,10,"9",10,806
13,10,"7",10,806
13,10,"12",10,806
11,10,"10",10,806
11,10,"10",10,806
11,10,"8",10,806
11,10,"14",10,806
11,10,"13",10,806
11,10,"9",10,806
11,10,"7",10,806
11,10,"12",10,806
9,10,"10",10,806
9,10,"10",10,806
9,10,"8",10,806
9,10,"14",10,806
9,10,"13",10,806
9,10,"11",10,806
9,10,"7",10,806
9,10,"12",10,806
7,10,"10",10,806
7,10,"10",10,806
7,10,"8",10,806
7,10,"14",10,806
7,10,"13",10,806
7,10,"11",10,806
7,10,"9",10,806
7,10,"12",10,806
12,10,"10",10,806
12,10,"10",10,806
12,10,"8",10,806
12,10,"14",10,806
12,10,"13",10,806
12,10,"11",10,806
12,10,"9",10,806
12,10,"7",10,806
6,11,"11",11,806
6,11,"5",11,806
5,11,"11",11,806
5,11,"6",11,806
5,12,"12",12,806
5,12,"9",12,806
5,12,"8",12,806
5,12,"12",12,806
5,12,"6",12,806
5,12,"10",12,806
5,12,"2",12,806
9,12,"12",12,806
9,12,"5",12,806
9,12,"8",12,806
9,12,"12",12,806
9,12,"6",12,806
9,12,"10",12,806
9,12,"2",12,806
8,12,"12",12,806
8,12,"5",12,806
8,12,"9",12,806
8,12,"12",12,806
8,12,"6",12,806
8,12,"10",12,806
8,12,"2",12,806
12,12,"5",12,806
12,12,"9",12,806
12,12,"8",12,806
12,12,"6",12,806
12,12,"10",12,806
12,12,"2",12,806
6,12,"12",12,806
6,12,"5",12,806
6,12,"9",12,806
6,12,"8",12,806
6,12,"12",12,806
6,12,"10",12,806
6,12,"2",12,806
10,12,"12",12,806
10,12,"5",12,806
10,12,"9",12,806
10,12,"8",12,806
10,12,"12",12,806
10,12,"6",12,806
10,12,"2",12,806
2,12,"12",12,806
2,12,"5",12,806
2,12,"9",12,806
2,12,"8",12,806
2,12,"12",12,806
2,12,"6",12,806
2,12,"10",12,806
8,13,"13",13,806
8,13,"10",13,806
8,13,"7",13,806
10,13,"13",13,806
10,13,"8",13,806
10,13,"7",13,806
7,13,"13",13,806
7,13,"8",13,806
7,13,"10",13,806
4,14,"14",14,806
4,14,"8",14,806
4,14,"3",14,806
4,14,"1",14,806
4,14,"7",14,806
8,14,"14",14,806
8,14,"4",14,806
8,14,"3",14,806
8,14,"1",14,806
8,14,"7",14,806
3,14,"14",14,806
3,14,"4",14,806
3,14,"8",14,806
3,14,"1",14,806
3,14,"7",14,806
1,14,"14",14,806
1,14,"4",14,806
1,14,"8",14,806
1,14,"3",14,806
1,14,"7",14,806
7,14,"14",14,806
7,14,"4",14,806
7,14,"8",14,806
7,14,"3",14,806
7,14,"1",14,806
2,15,"15",15,806
2,15,"4",15,806
2,15,"1",15,806
4,15,"15",15,806
4,15,"2",15,806
4,15,"1",15,806
1,15,"15",15,806
1,15,"2",15,806
1,15,"4",15,806
12,16,"16",16,806
12,16,"5",16,806
12,16,"11",16,806
12,16,"10",16,806
5,16,"16",16,806
5,16,"12",16,806
5,16,"11",16,806
5,16,"10",16,806
11,16,"16",16,806
11,16,"12",16,806
11,16,"5",16,806
11,16,"10",16,806
10,16,"16",16,806
10,16,"12",16,806
10,16,"5",16,806
10,16,"11",16,806
11,17,"17",17,806
11,17,"1",17,806
11,17,"3",17,806
11,17,"10",17,806
11,17,"4",17,806
11,17,"7",17,806
11,17,"6",17,806
11,17,"8",17,806
11,17,"12",17,806
11,17,"9",17,806
11,17,"2",17,806
11,17,"5",17,806
1,17,"17",17,806
1,17,"11",17,806
1,17,"3",17,806
1,17,"10",17,806
1,17,"4",17,806
1,17,"7",17,806
1,17,"6",17,806
1,17,"8",17,806
1,17,"12",17,806
1,17,"9",17,806
1,17,"2",17,806
1,17,"5",17,806
3,17,"17",17,806
3,17,"11",17,806
3,17,"1",17,806
3,17,"10",17,806
3,17,"4",17,806
3,17,"7",17,806
3,17,"6",17,806
3,17,"8",17,806
3,17,"12",17,806
3,17,"9",17,806
3,17,"2",17,806
3,17,"5",17,806
10,17,"17",17,806
10,17,"11",17,806
10,17,"1",17,806
10,17,"3",17,806
10,17,"4",17,806
10,17,"7",17,806
10,17,"6",17,806
10,17,"8",17,806
10,17,"12",17,806
10,17,"9",17,806
10,17,"2",17,806
10,17,"5",17,806
4,17,"17",17,806
4,17,"11",17,806
4,17,"1",17,806
4,17,"3",17,806
4,17,"10",17,806
4,17,"7",17,806
4,17,"6",17,806
4,17,"8",17,806
4,17,"12",17,806
4,17,"9",17,806
4,17,"2",17,806
4,17,"5",17,806
7,17,"17",17,806
7,17,"11",17,806
7,17,"1",17,806
7,17,"3",17,806
7,17,"10",17,806
7,17,"4",17,806
7,17,"6",17,806
7,17,"8",17,806
7,17,"12",17,806
7,17,"9",17,806
7,17,"2",17,806
7,17,"5",17,806
6,17,"17",17,806
6,17,"11",17,806
6,17,"1",17,806
6,17,"3",17,806
6,17,"10",17,806
6,17,"4",17,806
6,17,"7",17,806
6,17,"8",17,806
6,17,"12",17,806
6,17,"9",17,806
6,17,"2",17,806
6,17,"5",17,806
8,17,"17",17,806
8,17,"11",17,806
8,17,"1",17,806
8,17,"3",17,806
8,17,"10",17,806
8,17,"4",17,806
8,17,"7",17,806
8,17,"6",17,806
8,17,"12",17,806
8,17,"9",17,806
8,17,"2",17,806
8,17,"5",17,806
12,17,"17",17,806
12,17,"11",17,806
12,17,"1",17,806
12,17,"3",17,806
12,17,"10",17,806
12,17,"4",17,806
12,17,"7",17,806
12,17,"6",17,806
12,17,"8",17,806
12,17,"9",17,806
12,17,"2",17,806
12,17,"5",17,806
9,17,"17",17,806
9,17,"11",17,806
9,17,"1",17,806
9,17,"3",17,806
9,17,"10",17,806
9,17,"4",17,806
9,17,"7",17,806
9,17,"6",17,806
9,17,"8",17,806
9,17,"12",17,806
9,17,"2",17,806
9,17,"5",17,806
2,17,"17",17,806
2,17,"11",17,806
2,17,"1",17,806
2,17,"3",17,806
2,17,"10",17,806
2,17,"4",17,806
2,17,"7",17,806
2,17,"6",17,806
2,17,"8",17,806
2,17,"12",17,806
2,17,"9",17,806
2,17,"5",17,806
5,17,"17",17,806
5,17,"11",17,806
5,17,"1",17,806
5,17,"3",17,806
5,17,"10",17,806
5,17,"4",17,806
5,17,"7",17,806
5,17,"6",17,806
5,17,"8",17,806
5,17,"12",17,806
5,17,"9",17,806
5,17,"2",17,806
10,18,"18",18,806
6,19,"19",19,806
11,20,"20",20,806
11,20,"7",20,806
7,20,"20",20,806
7,20,"11",20,806
13,21,"21",21,806
4,22,"22",22,806
8,23,"23",23,806
8,23,"7",23,806
7,23,"23",23,806
7,23,"8",23,806
1,24,"24",24,806
6,25,"25",25,806
2,26,"26",26,806
2,26,"4",26,806
2,26,"5",26,806
2,26,"6",26,806
2,26,"8",26,806
2,26,"7",26,806
2,26,"9",26,806
2,26,"1",26,806
2,26,"12",26,806
2,26,"10",26,806
2,26,"3",26,806
4,26,"26",26,806
4,26,"2",26,806
4,26,"5",26,806
4,26,"6",26,806
4,26,"8",26,806
4,26,"7",26,806
4,26,"9",26,806
4,26,"1",26,806
4,26,"12",26,806
4,26,"10",26,806
4,26,"3",26,806
5,26,"26",26,806
5,26,"2",26,806
5,26,"4",26,806
5,26,"6",26,806
5,26,"8",26,806
5,26,"7",26,806
5,26,"9",26,806
5,26,"1",26,806
5,26,"12",26,806
5,26,"10",26,806
5,26,"3",26,806
6,26,"26",26,806
6,26,"2",26,806
6,26,"4",26,806
6,26,"5",26,806
6,26,"8",26,806
6,26,"7",26,806
6,26,"9",26,806
6,26,"1",26,806
6,26,"12",26,806
6,26,"10",26,806
6,26,"3",26,806
8,26,"26",26,806
8,26,"2",26,806
8,26,"4",26,806
8,26,"5",26,806
8,26,"6",26,806
8,26,"7",26,806
8,26,"9",26,806
8,26,"1",26,806
8,26,"12",26,806
8,26,"10",26,806
8,26,"3",26,806
7,26,"26",26,806
7,26,"2",26,806
7,26,"4",26,806
7,26,"5",26,806
7,26,"6",26,806
7,26,"8",26,806
7,26,"9",26,806
7,26,"1",26,806
7,26,"12",26,806
7,26,"10",26,806
7,26,"3",26,806
9,26,"26",26,806
9,26,"2",26,806
9,26,"4",26,806
9,26,"5",26,806
9,26,"6",26,806
9,26,"8",26,806
9,26,"7",26,806
9,26,"1",26,806
9,26,"12",26,806
9,26,"10",26,806
9,26,"3",26,806
1,26,"26",26,806
1,26,"2",26,806
1,26,"4",26,806
1,26,"5",26,806
1,26,"6",26,806
1,26,"8",26,806
1,26,"7",26,806
1,26,"9",26,806
1,26,"12",26,806
1,26,"10",26,806
1,26,"3",26,806
12,26,"26",26,806
12,26,"2",26,806
12,26,"4",26,806
12,26,"5",26,806
12,26,"6",26,806
12,26,"8",26,806
12,26,"7",26,806
12,26,"9",26,806
12,26,"1",26,806
12,26,"10",26,806
12,26,"3",26,806
10,26,"26",26,806
10,26,"2",26,806
10,26,"4",26,806
10,26,"5",26,806
10,26,"6",26,806
10,26,"8",26,806
10,26,"7",26,806
10,26,"9",26,806
10,26,"1",26,806
10,26,"12",26,806
10,26,"3",26,806
3,26,"26",26,806
3,26,"2",26,806
3,26,"4",26,806
3,26,"5",26,806
3,26,"6",26,806
3,26,"8",26,806
3,26,"7",26,806
3,26,"9",26,806
3,26,"1",26,806
3,26,"12",26,806
3,26,"10",26,806
10,27,"27",27,806
10,27,"9",27,806
9,27,"27",27,806
9,27,"10",27,806
2,28,"28",28,806
2,28,"1",28,806
1,28,"28",28,806
1,28,"2",28,806
9,29,"29",29,806
1,3,"3",3,806
1,3,"2",3,806
2,3,"3",3,806
2,3,"1",3,806
10,30,"30",30,806
14,31,"31",31,806
14,31,"8",31,806
14,31,"7",31,806
14,31,"10",31,806
14,31,"13",31,806
14,31,"11",31,806
14,31,"9",31,806
14,31,"12",31,806
8,31,"31",31,806
8,31,"14",31,806
8,31,"7",31,806
8,31,"10",31,806
8,31,"13",31,806
8,31,"11",31,806
8,31,"9",31,806
8,31,"12",31,806
7,31,"31",31,806
7,31,"14",31,806
7,31,"8",31,806
7,31,"10",31,806
7,31,"13",31,806
7,31,"11",31,806
7,31,"9",31,806
7,31,"12",31,806
10,31,"31",31,806
10,31,"14",31,806
10,31,"8",31,806
10,31,"7",31,806
10,31,"13",31,806
10,31,"11",31,806
10,31,"9",31,806
10,31,"12",31,806
13,31,"31",31,806
13,31,"14",31,806
13,31,"8",31,806
13,31,"7",31,806
13,31,"10",31,806
13,31,"11",31,806
13,31,"9",31,806
13,31,"12",31,806
11,31,"31",31,806
11,31,"14",31,806
11,31,"8",31,806
11,31,"7",31,806
11,31,"10",31,806
11,31,"13",31,806
11,31,"9",31,806
11,31,"12",31,806
9,31,"31",31,806
9,31,"14",31,806
9,31,"8",31,806
9,31,"7",31,806
9,31,"10",31,806
9,31,"13",31,806
9,31,"11",31,806
9,31,"12",31,806
12,31,"31",31,806
12,31,"14",31,806
12,31,"8",31,806
12,31,"7",31,806
12,31,"10",31,806
12,31,"13",31,806
12,31,"11",31,806
12,31,"9",31,806
4,32,"32",32,806
4,32,"3",32,806
3,32,"32",32,806
3,32,"4",32,806
12,33,"33",33,806
12,33,"11",33,806
12,33,"14",33,806
11,33,"33",33,806
11,33,"12",33,806
11,33,"14",33,806
14,33,"33",33,806
14,33,"12",33,806
14,33,"11",33,806
5,34,"34",34,806
5,34,"7",34,806
5,34,"11",34,806
5,34,"6",34,806
7,34,"34",34,806
7,34,"5",34,806
7,34,"11",34,806
7,34,"6",34,806
11,34,"34",34,806
11,34,"5",34,806
11,34,"7",34,806
11,34,"6",34,806
6,34,"34",34,806
6,34,"5",34,806
6,34,"7",34,806
6,34,"11",34,806
10,35,"35",35,806
10,35,"12",35,806
10,35,"11",35,806
10,35,"9",35,806
10,35,"14",35,806
10,35,"5",35,806
10,35,"13",35,806
10,35,"6",35,806
12,35,"35",35,806
12,35,"10",35,806
12,35,"11",35,806
12,35,"9",35,806
12,35,"14",35,806
12,35,"5",35,806
12,35,"13",35,806
12,35,"6",35,806
11,35,"35",35,806
11,35,"10",35,806
11,35,"12",35,806
11,35,"9",35,806
11,35,"14",35,806
11,35,"5",35,806
11,35,"13",35,806
11,35,"6",35,806
9,35,"35",35,806
9,35,"10",35,806
9,35,"12",35,806
9,35,"11",35,806
9,35,"14",35,806
9,35,"5",35,806
9,35,"13",35,806
9,35,"6",35,806
14,35,"35",35,806
14,35,"10",35,806
14,35,"12",35,806
14,35,"11",35,806
14,35,"9",35,806
14,35,"5",35,806
14,35,"13",35,806
14,35,"6",35,806
5,35,"35",35,806
5,35,"10",35,806
5,35,"12",35,806
5,35,"11",35,806
5,35,"9",35,806
5,35,"14",35,806
5,35,"13",35,806
5,35,"6",35,806
13,35,"35",35,806
13,35,"10",35,806
13,35,"12",35,806
