"trial_number","layer_from","node_from","layer_to","node_to"
887,1,272,"14",272
887,1,284,"10",284
887,1,284,"11",284
887,1,284,"13",284
887,1,284,"3",284
887,1,284,"4",284
887,1,284,"7",284
887,1,284,"8",284
887,1,284,"9",284
887,1,163,"10",163
887,1,163,"11",163
887,1,163,"12",163
887,1,163,"13",163
887,1,163,"14",163
887,1,163,"2",163
887,1,163,"4",163
887,1,163,"6",163
887,1,163,"8",163
887,1,167,"3",167
887,1,89,"4",89
887,1,215,"11",215
887,1,215,"12",215
887,1,92,"10",92
887,1,92,"11",92
887,1,92,"12",92
887,1,92,"13",92
887,1,92,"2",92
887,1,92,"3",92
887,1,92,"4",92
887,1,92,"5",92
887,1,92,"7",92
887,1,92,"9",92
887,1,145,"7",145
887,1,273,"5",273
887,1,165,"10",165
887,1,165,"12",165
887,1,165,"14",165
887,1,165,"2",165
887,1,165,"3",165
887,1,165,"5",165
887,1,165,"7",165
887,1,165,"8",165
887,1,165,"9",165
887,1,254,"14",254
887,1,254,"2",254
887,1,254,"9",254
887,1,187,"10",187
887,1,187,"12",187
887,1,187,"14",187
887,1,187,"2",187
887,1,187,"4",187
887,1,187,"5",187
887,1,187,"6",187
887,1,187,"8",187
887,1,187,"9",187
887,1,111,"10",111
887,1,111,"11",111
887,1,111,"14",111
887,1,111,"6",111
887,1,111,"7",111
887,1,111,"8",111
887,1,95,"5",95
887,1,275,"10",275
887,1,275,"11",275
887,1,275,"12",275
887,1,275,"13",275
887,1,275,"14",275
887,1,275,"2",275
887,1,275,"4",275
887,1,275,"5",275
887,1,275,"6",275
887,1,275,"7",275
887,1,275,"8",275
887,1,230,"6",230
887,1,213,"13",213
887,1,55,"11",55
887,1,55,"12",55
887,1,55,"14",55
887,1,55,"3",55
887,1,55,"4",55
887,1,55,"5",55
887,1,55,"6",55
887,1,55,"7",55
887,1,55,"8",55
887,1,55,"9",55
887,1,138,"10",138
887,1,138,"14",138
887,1,138,"4",138
887,1,138,"6",138
887,1,138,"9",138
887,1,193,"3",193
887,1,137,"14",137
887,1,235,"12",235
887,1,235,"13",235
887,1,235,"14",235
887,1,235,"2",235
887,1,225,"11",225
887,1,225,"8",225
887,1,50,"10",50
887,1,50,"11",50
887,1,50,"12",50
887,1,50,"13",50
887,1,50,"2",50
887,1,50,"5",50
887,1,50,"9",50
887,1,60,"11",60
887,1,60,"12",60
887,1,60,"14",60
887,1,60,"2",60
887,1,60,"4",60
887,1,60,"6",60
887,1,60,"8",60
887,1,274,"10",274
887,1,274,"11",274
887,1,274,"12",274
887,1,274,"13",274
887,1,274,"14",274
887,1,274,"2",274
887,1,274,"3",274
887,1,274,"6",274
887,1,274,"7",274
887,1,274,"8",274
887,1,274,"9",274
887,1,106,"8",106
887,1,44,"11",44
887,1,44,"14",44
887,1,44,"5",44
887,1,44,"7",44
887,10,211,"14",211
887,10,211,"2",211
887,10,211,"6",211
887,10,50,"1",50
887,10,50,"11",50
887,10,50,"12",50
887,10,50,"13",50
887,10,50,"2",50
887,10,50,"5",50
887,10,50,"9",50
887,10,270,"13",270
887,10,270,"14",270
887,10,270,"3",270
887,10,92,"1",92
887,10,92,"11",92
887,10,92,"12",92
887,10,92,"13",92
887,10,92,"2",92
887,10,92,"3",92
887,10,92,"4",92
887,10,92,"5",92
887,10,92,"7",92
887,10,92,"9",92
887,10,187,"1",187
887,10,187,"12",187
887,10,187,"14",187
887,10,187,"2",187
887,10,187,"4",187
887,10,187,"5",187
887,10,187,"6",187
887,10,187,"8",187
887,10,187,"9",187
887,10,216,"12",216
887,10,216,"13",216
887,10,216,"3",216
887,10,216,"4",216
887,10,216,"7",216
887,10,216,"8",216
887,10,275,"1",275
887,10,275,"11",275
887,10,275,"12",275
