"layer_id","module","lat","Lon","size_of_module","count"
1,9,26.161,-14.4222,21,1
1,15,26.161,-14.4222,10,1
1,13,26.161,-14.4222,8,1
1,12,26.161,-14.4222,10,1
1,4,26.161,-14.4222,26,1
1,21,26.161,-14.4222,4,1
1,14,26.161,-14.4222,14,1
1,27,26.161,-14.4222,5,1
2,4,28.5643,-13.8914,26,1
2,2,28.5643,-13.8914,26,1
2,20,28.5643,-13.8914,5,1
2,3,28.5643,-13.8914,46,1
2,11,28.5643,-13.8914,6,1
2,1,28.5643,-13.8914,109,1
2,8,28.5643,-13.8914,21,1
2,24,28.5643,-13.8914,3,1
3,5,27.9041,-15.4331,36,1
3,1,27.9041,-15.4331,109,1
3,7,27.9041,-15.4331,19,1
3,16,27.9041,-15.4331,14,1
3,4,27.9041,-15.4331,26,1
3,3,27.9041,-15.4331,46,1
3,26,27.9041,-15.4331,2,1
3,10,27.9041,-15.4331,19,1
3,8,27.9041,-15.4331,21,1
4,1,28.2222,-16.4173,109,1
4,6,28.2222,-16.4173,33,1
4,29,28.2222,-16.4173,2,1
4,7,28.2222,-16.4173,19,1
4,3,28.2222,-16.4173,46,1
4,5,28.2222,-16.4173,36,1
4,25,28.2222,-16.4173,5,1
4,28,28.2222,-16.4173,3,1
4,4,28.2222,-16.4173,26,1
4,22,28.2222,-16.4173,8,1
4,8,28.2222,-16.4173,21,1
4,10,28.2222,-16.4173,19,1
5,1,28.3531,-16.9123,109,1
5,6,28.3531,-16.9123,33,1
5,17,28.3531,-16.9123,13,1
5,7,28.3531,-16.9123,19,1
5,8,28.3531,-16.9123,21,1
5,3,28.3531,-16.9123,46,1
5,22,28.3531,-16.9123,8,1
5,30,28.3531,-16.9123,2,1
5,5,28.3531,-16.9123,36,1
5,9,28.3531,-16.9123,21,1
5,4,28.3531,-16.9123,26,1
5,23,28.3531,-16.9123,7,1
5,10,28.3531,-16.9123,19,1
6,6,28.0398,-17.2267,33,1
6,7,28.0398,-17.2267,19,1
6,1,28.0398,-17.2267,109,1
6,3,28.0398,-17.2267,46,1
6,8,28.0398,-17.2267,21,1
6,2,28.0398,-17.2267,26,1
6,18,28.0398,-17.2267,6,1
6,5,28.0398,-17.2267,36,1
6,17,28.0398,-17.2267,13,1
6,4,28.0398,-17.2267,26,1
7,1,27.8047,-17.8954,109,1
7,17,27.8047,-17.8954,13,1
7,19,27.8047,-17.8954,7,1
7,3,27.8047,-17.8954,46,1
7,10,27.8047,-17.8954,19,1
7,23,27.8047,-17.8954,7,1
7,5,27.8047,-17.8954,36,1
