"layer_from","node_from","layer_to","node_to","trial_number"
6,1,"1",1,231
6,1,"5",1,231
6,1,"4",1,231
5,1,"1",1,231
5,1,"6",1,231
5,1,"4",1,231
4,1,"1",1,231
4,1,"6",1,231
4,1,"5",1,231
5,10,"10",10,231
5,10,"6",10,231
5,10,"7",10,231
5,10,"4",10,231
6,10,"10",10,231
6,10,"5",10,231
6,10,"7",10,231
6,10,"4",10,231
7,10,"10",10,231
7,10,"5",10,231
7,10,"6",10,231
7,10,"4",10,231
4,10,"10",10,231
4,10,"5",10,231
4,10,"6",10,231
4,10,"7",10,231
3,11,"11",11,231
3,12,"12",12,231
3,12,"5",12,231
3,12,"6",12,231
3,12,"4",12,231
3,12,"1",12,231
5,12,"12",12,231
5,12,"3",12,231
5,12,"6",12,231
5,12,"4",12,231
5,12,"1",12,231
6,12,"12",12,231
6,12,"3",12,231
6,12,"5",12,231
6,12,"4",12,231
6,12,"1",12,231
4,12,"12",12,231
4,12,"3",12,231
4,12,"5",12,231
4,12,"6",12,231
4,12,"1",12,231
1,12,"12",12,231
1,12,"3",12,231
1,12,"5",12,231
1,12,"6",12,231
1,12,"4",12,231
5,13,"13",13,231
5,13,"4",13,231
4,13,"13",13,231
4,13,"5",13,231
2,14,"14",14,231
2,14,"4",14,231
2,14,"1",14,231
4,14,"14",14,231
4,14,"2",14,231
4,14,"1",14,231
1,14,"14",14,231
1,14,"2",14,231
1,14,"4",14,231
1,15,"15",15,231
1,15,"2",15,231
2,15,"15",15,231
2,15,"1",15,231
5,16,"16",16,231
5,16,"3",16,231
5,16,"6",16,231
3,16,"16",16,231
3,16,"5",16,231
3,16,"6",16,231
6,16,"16",16,231
6,16,"5",16,231
6,16,"3",16,231
4,17,"17",17,231
4,17,"1",17,231
4,17,"2",17,231
4,17,"6",17,231
4,17,"5",17,231
4,17,"3",17,231
1,17,"17",17,231
1,17,"4",17,231
1,17,"2",17,231
1,17,"6",17,231
1,17,"5",17,231
1,17,"3",17,231
2,17,"17",17,231
2,17,"4",17,231
2,17,"1",17,231
2,17,"6",17,231
2,17,"5",17,231
2,17,"3",17,231
6,17,"17",17,231
6,17,"4",17,231
6,17,"1",17,231
6,17,"2",17,231
6,17,"5",17,231
6,17,"3",17,231
5,17,"17",17,231
5,17,"4",17,231
5,17,"1",17,231
5,17,"2",17,231
5,17,"6",17,231
5,17,"3",17,231
3,17,"17",17,231
3,17,"4",17,231
3,17,"1",17,231
3,17,"2",17,231
3,17,"6",17,231
3,17,"5",17,231
5,18,"18",18,231
3,19,"19",19,231
1,2,"2",2,231
6,20,"20",20,231
6,20,"4",20,231
4,20,"20",20,231
4,20,"6",20,231
7,21,"21",21,231
2,22,"22",22,231
4,23,"23",23,231
1,24,"24",24,231
3,25,"25",25,231
1,26,"26",26,231
1,26,"2",26,231
1,26,"3",26,231
1,26,"6",26,231
1,26,"5",26,231
1,26,"4",26,231
2,26,"26",26,231
2,26,"1",26,231
2,26,"3",26,231
2,26,"6",26,231
2,26,"5",26,231
2,26,"4",26,231
3,26,"26",26,231
3,26,"1",26,231
3,26,"2",26,231
3,26,"6",26,231
3,26,"5",26,231
3,26,"4",26,231
6,26,"26",26,231
6,26,"1",26,231
6,26,"2",26,231
6,26,"3",26,231
6,26,"5",26,231
6,26,"4",26,231
5,26,"26",26,231
5,26,"1",26,231
5,26,"2",26,231
5,26,"3",26,231
5,26,"6",26,231
5,26,"4",26,231
4,26,"26",26,231
4,26,"1",26,231
4,26,"2",26,231
4,26,"3",26,231
4,26,"6",26,231
4,26,"5",26,231
5,27,"27",27,231
1,28,"28",28,231
5,29,"29",29,231
1,3,"3",3,231
5,30,"30",30,231
7,31,"31",31,231
7,31,"4",31,231
7,31,"6",31,231
