"layer_from","node_from","layer_to","node_to","trial_number"
4,1,"1",1,64
4,1,"6",1,64
4,1,"5",1,64
6,1,"1",1,64
6,1,"4",1,64
6,1,"5",1,64
5,1,"1",1,64
5,1,"4",1,64
5,1,"6",1,64
5,10,"10",10,64
5,10,"6",10,64
5,10,"7",10,64
5,10,"4",10,64
6,10,"10",10,64
6,10,"5",10,64
6,10,"7",10,64
6,10,"4",10,64
7,10,"10",10,64
7,10,"5",10,64
7,10,"6",10,64
7,10,"4",10,64
4,10,"10",10,64
4,10,"5",10,64
4,10,"6",10,64
4,10,"7",10,64
3,11,"11",11,64
3,12,"12",12,64
3,12,"5",12,64
3,12,"4",12,64
3,12,"6",12,64
3,12,"1",12,64
5,12,"12",12,64
5,12,"3",12,64
5,12,"4",12,64
5,12,"6",12,64
5,12,"1",12,64
4,12,"12",12,64
4,12,"3",12,64
4,12,"5",12,64
4,12,"6",12,64
4,12,"1",12,64
6,12,"12",12,64
6,12,"3",12,64
6,12,"5",12,64
6,12,"4",12,64
6,12,"1",12,64
1,12,"12",12,64
1,12,"3",12,64
1,12,"5",12,64
1,12,"4",12,64
1,12,"6",12,64
4,13,"13",13,64
4,13,"5",13,64
5,13,"13",13,64
5,13,"4",13,64
2,14,"14",14,64
2,14,"4",14,64
2,14,"1",14,64
4,14,"14",14,64
4,14,"2",14,64
4,14,"1",14,64
1,14,"14",14,64
1,14,"2",14,64
1,14,"4",14,64
1,15,"15",15,64
1,15,"2",15,64
2,15,"15",15,64
2,15,"1",15,64
6,16,"16",16,64
6,16,"3",16,64
6,16,"5",16,64
3,16,"16",16,64
3,16,"6",16,64
3,16,"5",16,64
5,16,"16",16,64
5,16,"6",16,64
5,16,"3",16,64
2,17,"17",17,64
2,17,"1",17,64
2,17,"6",17,64
2,17,"5",17,64
2,17,"4",17,64
2,17,"3",17,64
1,17,"17",17,64
1,17,"2",17,64
1,17,"6",17,64
1,17,"5",17,64
1,17,"4",17,64
1,17,"3",17,64
6,17,"17",17,64
6,17,"2",17,64
6,17,"1",17,64
6,17,"5",17,64
6,17,"4",17,64
6,17,"3",17,64
5,17,"17",17,64
5,17,"2",17,64
5,17,"1",17,64
5,17,"6",17,64
5,17,"4",17,64
5,17,"3",17,64
4,17,"17",17,64
4,17,"2",17,64
4,17,"1",17,64
