"layer_from","node_from","layer_to","node_to","trial_number"
6,1,"1",1,691
6,1,"5",1,691
6,1,"4",1,691
5,1,"1",1,691
5,1,"6",1,691
5,1,"4",1,691
4,1,"1",1,691
4,1,"6",1,691
4,1,"5",1,691
4,10,"10",10,691
4,10,"5",10,691
4,10,"7",10,691
4,10,"6",10,691
5,10,"10",10,691
5,10,"4",10,691
5,10,"7",10,691
5,10,"6",10,691
7,10,"10",10,691
7,10,"4",10,691
7,10,"5",10,691
7,10,"6",10,691
6,10,"10",10,691
6,10,"4",10,691
6,10,"5",10,691
6,10,"7",10,691
3,11,"11",11,691
5,12,"12",12,691
5,12,"4",12,691
5,12,"3",12,691
5,12,"1",12,691
5,12,"6",12,691
4,12,"12",12,691
4,12,"5",12,691
4,12,"3",12,691
4,12,"1",12,691
4,12,"6",12,691
3,12,"12",12,691
3,12,"5",12,691
3,12,"4",12,691
3,12,"1",12,691
3,12,"6",12,691
1,12,"12",12,691
1,12,"5",12,691
1,12,"4",12,691
1,12,"3",12,691
1,12,"6",12,691
6,12,"12",12,691
6,12,"5",12,691
6,12,"4",12,691
6,12,"3",12,691
6,12,"1",12,691
5,13,"13",13,691
5,13,"4",13,691
4,13,"13",13,691
4,13,"5",13,691
2,14,"14",14,691
2,14,"4",14,691
2,14,"1",14,691
4,14,"14",14,691
4,14,"2",14,691
4,14,"1",14,691
1,14,"14",14,691
1,14,"2",14,691
1,14,"4",14,691
1,15,"15",15,691
1,15,"2",15,691
2,15,"15",15,691
2,15,"1",15,691
3,16,"16",16,691
3,16,"6",16,691
3,16,"5",16,691
6,16,"16",16,691
6,16,"3",16,691
6,16,"5",16,691
5,16,"16",16,691
5,16,"3",16,691
5,16,"6",16,691
3,17,"17",17,691
3,17,"1",17,691
3,17,"2",17,691
3,17,"6",17,691
3,17,"5",17,691
3,17,"4",17,691
1,17,"17",17,691
1,17,"3",17,691
1,17,"2",17,691
1,17,"6",17,691
1,17,"5",17,691
1,17,"4",17,691
2,17,"17",17,691
2,17,"3",17,691
2,17,"1",17,691
2,17,"6",17,691
2,17,"5",17,691
2,17,"4",17,691
6,17,"17",17,691
6,17,"3",17,691
6,17,"1",17,691
6,17,"2",17,691
6,17,"5",17,691
6,17,"4",17,691
5,17,"17",17,691
5,17,"3",17,691
5,17,"1",17,691
5,17,"2",17,691
5,17,"6",17,691
5,17,"4",17,691
4,17,"17",17,691
4,17,"3",17,691
4,17,"1",17,691
4,17,"2",17,691
4,17,"6",17,691
4,17,"5",17,691
5,18,"18",18,691
3,19,"19",19,691
1,2,"2",2,691
6,20,"20",20,691
6,20,"4",20,691
4,20,"20",20,691
4,20,"6",20,691
7,21,"21",21,691
2,22,"22",22,691
4,23,"23",23,691
1,24,"24",24,691
3,25,"25",25,691
1,26,"26",26,691
1,26,"2",26,691
1,26,"3",26,691
1,26,"4",26,691
1,26,"5",26,691
1,26,"6",26,691
2,26,"26",26,691
2,26,"1",26,691
2,26,"3",26,691
2,26,"4",26,691
2,26,"5",26,691
2,26,"6",26,691
3,26,"26",26,691
3,26,"1",26,691
3,26,"2",26,691
3,26,"4",26,691
3,26,"5",26,691
3,26,"6",26,691
4,26,"26",26,691
4,26,"1",26,691
4,26,"2",26,691
4,26,"3",26,691
4,26,"5",26,691
4,26,"6",26,691
5,26,"26",26,691
5,26,"1",26,691
5,26,"2",26,691
5,26,"3",26,691
5,26,"4",26,691
5,26,"6",26,691
6,26,"26",26,691
6,26,"1",26,691
6,26,"2",26,691
6,26,"3",26,691
6,26,"4",26,691
6,26,"5",26,691
5,27,"27",27,691
1,28,"28",28,691
5,29,"29",29,691
1,3,"3",3,691
5,30,"30",30,691
7,31,"31",31,691
7,31,"4",31,691
7,31,"5",31,691
7,31,"6",31,691
4,31,"31",31,691
4,31,"7",31,691
4,31,"5",31,691
4,31,"6",31,691
5,31,"31",31,691
5,31,"7",31,691
5,31,"4",31,691
5,31,"6",31,691
6,31,"31",31,691
6,31,"7",31,691
6,31,"4",31,691
6,31,"5",31,691
2,32,"32",32,691
6,33,"33",33,691
6,33,"7",33,691
7,33,"33",33,691
7,33,"6",33,691
3,34,"34",34,691
3,34,"4",34,691
3,34,"6",34,691
4,34,"34",34,691
4,34,"3",34,691
4,34,"6",34,691
6,34,"34",34,691
6,34,"3",34,691
6,34,"4",34,691
5,35,"35",35,691
5,35,"7",35,691
5,35,"6",35,691
5,35,"3",35,691
7,35,"35",35,691
7,35,"5",35,691
7,35,"6",35,691
7,35,"3",35,691
6,35,"35",35,691
6,35,"5",35,691
6,35,"7",35,691
6,35,"3",35,691
3,35,"35",35,691
3,35,"5",35,691
3,35,"7",35,691
3,35,"6",35,691
6,36,"36",36,691
6,36,"2",36,691
2,36,"36",36,691
2,36,"6",36,691
4,37,"37",37,691
4,37,"7",37,691
7,37,"37",37,691
7,37,"4",37,691
5,38,"38",38,691
5,38,"4",38,691
5,38,"7",38,691
5,38,"3",38,691
4,38,"38",38,691
4,38,"5",38,691
4,38,"7",38,691
4,38,"3",38,691
7,38,"38",38,691
7,38,"5",38,691
7,38,"4",38,691
7,38,"3",38,691
3,38,"38",38,691
3,38,"5",38,691
3,38,"4",38,691
3,38,"7",38,691
1,39,"39",39,691
7,4,"4",4,691
7,4,"6",4,691
7,4,"5",4,691
6,4,"4",4,691
6,4,"7",4,691
6,4,"5",4,691
5,4,"4",4,691
5,4,"7",4,691
5,4,"6",4,691
7,5,"5",5,691
7,5,"5",5,691
5,5,"7",5,691
5,6,"6",6,691
4,7,"7",7,691
3,8,"8",8,691
3,8,"5",8,691
3,8,"7",8,691
3,8,"6",8,691
3,8,"2",8,691
3,8,"1",8,691
3,8,"4",8,691
5,8,"8",8,691
5,8,"3",8,691
5,8,"7",8,691
5,8,"6",8,691
5,8,"2",8,691
5,8,"1",8,691
5,8,"4",8,691
7,8,"8",8,691
7,8,"3",8,691
7,8,"5",8,691
7,8,"6",8,691
7,8,"2",8,691
7,8,"1",8,691
7,8,"4",8,691
6,8,"8",8,691
6,8,"3",8,691
6,8,"5",8,691
6,8,"7",8,691
6,8,"2",8,691
6,8,"1",8,691
6,8,"4",8,691
2,8,"8",8,691
2,8,"3",8,691
2,8,"5",8,691
2,8,"7",8,691
2,8,"6",8,691
2,8,"1",8,691
2,8,"4",8,691
1,8,"8",8,691
1,8,"3",8,691
1,8,"5",8,691
1,8,"7",8,691
1,8,"6",8,691
1,8,"2",8,691
1,8,"4",8,691
4,8,"8",8,691
4,8,"3",8,691
4,8,"5",8,691
4,8,"7",8,691
4,8,"6",8,691
4,8,"2",8,691
4,8,"1",8,691
1,9,"9",9,691
1,9,"7",9,691
1,9,"3",9,691
1,9,"2",9,691
1,9,"5",9,691
1,9,"6",9,691
1,9,"4",9,691
7,9,"9",9,691
7,9,"1",9,691
7,9,"3",9,691
7,9,"2",9,691
7,9,"5",9,691
7,9,"6",9,691
7,9,"4",9,691
3,9,"9",9,691
3,9,"1",9,691
3,9,"7",9,691
3,9,"2",9,691
3,9,"5",9,691
3,9,"6",9,691
3,9,"4",9,691
2,9,"9",9,691
2,9,"1",9,691
2,9,"7",9,691
2,9,"3",9,691
2,9,"5",9,691
2,9,"6",9,691
2,9,"4",9,691
5,9,"9",9,691
5,9,"1",9,691
5,9,"7",9,691
5,9,"3",9,691
5,9,"2",9,691
5,9,"6",9,691
5,9,"4",9,691
6,9,"9",9,691
6,9,"1",9,691
6,9,"7",9,691
6,9,"3",9,691
6,9,"2",9,691
6,9,"5",9,691
6,9,"4",9,691
4,9,"9",9,691
4,9,"1",9,691
4,9,"7",9,691
4,9,"3",9,691
4,9,"2",9,691
4,9,"5",9,691
4,9,"6",9,691
6,111,"111",111,691
6,111,"7",111,691
6,111,"3",111,691
6,111,"4",111,691
6,111,"2",111,691
5,126,"126",126,691
5,126,"7",126,691
5,126,"6",126,691
5,132,"132",132,691
5,135,"135",135,691
5,135,"4",135,691
4,135,"135",135,691
4,135,"5",135,691
4,137,"137",137,691
4,157,"157",157,691
4,163,"163",163,691
4,163,"7",163,691
4,163,"5",163,691
4,163,"2",163,691
4,163,"6",163,691
4,163,"3",163,691
4,165,"165",165,691
4,165,"5",165,691
4,165,"7",165,691
4,165,"3",165,691
4,165,"6",165,691
5,165,"165",165,691
5,165,"4",165,691
5,165,"7",165,691
5,165,"3",165,691
5,165,"6",165,691
5,166,"166",166,691
4,170,"170",170,691
4,170,"7",170,691
4,170,"6",170,691
4,170,"3",170,691
4,170,"2",170,691
4,170,"1",170,691
5,181,"181",181,691
5,190,"190",190,691
5,190,"7",190,691
6,192,"192",192,691
6,192,"4",192,691
6,192,"7",192,691
4,192,"192",192,691
4,192,"6",192,691
4,192,"7",192,691
4,199,"199",199,691
4,199,"3",199,691
4,204,"204",204,691
6,215,"215",215,691
6,215,"3",215,691
5,217,"217",217,691
5,217,"4",217,691
5,217,"3",217,691
5,224,"224",224,691
4,226,"226",226,691
4,226,"7",226,691
5,227,"227",227,691
5,227,"4",227,691
4,227,"227",227,691
4,227,"5",227,691
5,241,"241",241,691
5,241,"4",241,691
4,241,"241",241,691
4,241,"5",241,691
4,254,"254",254,691
4,254,"5",254,691
4,254,"7",254,691
5,254,"254",254,691
5,254,"4",254,691
5,254,"7",254,691
6,255,"255",255,691
6,255,"7",255,691
4,266,"266",266,691
4,266,"5",266,691
6,269,"269",269,691
5,270,"270",270,691
5,270,"6",270,691
5,270,"7",270,691
5,270,"3",270,691
6,272,"272",272,691
4,274,"274",274,691
4,274,"6",274,691
4,274,"5",274,691
4,274,"7",274,691
4,274,"2",274,691
4,274,"3",274,691
6,274,"274",274,691
6,274,"4",274,691
6,274,"5",274,691
6,274,"7",274,691
6,274,"2",274,691
6,274,"3",274,691
5,274,"274",274,691
5,274,"4",274,691
5,274,"6",274,691
5,274,"7",274,691
5,274,"2",274,691
5,274,"3",274,691
5,275,"275",275,691
5,275,"6",275,691
5,275,"4",275,691
5,275,"3",275,691
5,275,"2",275,691
5,275,"7",275,691
6,275,"275",275,691
6,275,"5",275,691
6,275,"4",275,691
6,275,"3",275,691
6,275,"2",275,691
6,275,"7",275,691
4,275,"275",275,691
4,275,"5",275,691
4,275,"6",275,691
4,275,"3",275,691
4,275,"2",275,691
4,275,"7",275,691
5,276,"276",276,691
5,276,"3",276,691
5,278,"278",278,691
4,280,"280",280,691
4,50,"50",50,691
4,50,"5",50,691
4,50,"3",50,691
4,50,"2",50,691
5,60,"60",60,691
5,60,"3",60,691
5,60,"4",60,691
5,60,"6",60,691
4,73,"73",73,691
4,73,"3",73,691
6,80,"80",80,691
5,81,"81",81,691
5,81,"2",81,691
6,88,"88",88,691
6,90,"90",90,691
6,92,"92",92,691
6,92,"5",92,691
6,92,"7",92,691
6,92,"4",92,691
6,92,"3",92,691
6,92,"2",92,691
5,92,"92",92,691
5,92,"6",92,691
5,92,"7",92,691
5,92,"4",92,691
5,92,"3",92,691
5,92,"2",92,691
4,101,"101",101,691
4,101,"5",101,691
4,101,"2",101,691
4,101,"6",101,691
4,101,"3",101,691
4,101,"1",101,691
5,101,"101",101,691
5,101,"4",101,691
5,101,"2",101,691
5,101,"6",101,691
5,101,"3",101,691
5,101,"1",101,691
7,103,"103",103,691
7,107,"107",107,691
7,111,"111",111,691
7,111,"6",111,691
7,111,"3",111,691
7,111,"4",111,691
7,111,"2",111,691
7,115,"115",115,691
7,115,"3",115,691
7,126,"126",126,691
7,126,"5",126,691
7,126,"6",126,691
7,129,"129",129,691
7,134,"134",134,691
7,136,"136",136,691
7,136,"4",136,691
7,136,"3",136,691
4,136,"136",136,691
4,136,"7",136,691
4,136,"3",136,691
7,138,"138",138,691
7,138,"5",138,691
7,138,"6",138,691
5,138,"138",138,691
5,138,"7",138,691
5,138,"6",138,691
6,138,"138",138,691
6,138,"7",138,691
6,138,"5",138,691
7,139,"139",139,691
7,139,"5",139,691
7,139,"3",139,691
5,139,"139",139,691
5,139,"7",139,691
5,139,"3",139,691
5,141,"141",141,691
5,141,"7",141,691
5,141,"6",141,691
5,142,"142",142,691
6,148,"148",148,691
7,163,"163",163,691
7,163,"4",163,691
7,163,"5",163,691
7,163,"2",163,691
7,163,"6",163,691
7,163,"3",163,691
5,163,"163",163,691
5,163,"4",163,691
5,163,"7",163,691
5,163,"2",163,691
5,163,"6",163,691
5,163,"3",163,691
7,165,"165",165,691
7,165,"4",165,691
7,165,"5",165,691
7,165,"3",165,691
7,165,"6",165,691
7,169,"169",169,691
7,170,"170",170,691
7,170,"4",170,691
7,170,"6",170,691
7,170,"3",170,691
7,170,"2",170,691
7,170,"1",170,691
6,170,"170",170,691
6,170,"4",170,691
6,170,"7",170,691
6,170,"3",170,691
6,170,"2",170,691
6,170,"1",170,691
4,173,"173",173,691
7,176,"176",176,691
4,186,"186",186,691
6,187,"187",187,691
6,187,"5",187,691
6,187,"3",187,691
6,187,"4",187,691
5,187,"187",187,691
5,187,"6",187,691
5,187,"3",187,691
5,187,"4",187,691
7,190,"190",190,691
7,190,"5",190,691
7,191,"191",191,691
6,197,"197",197,691
6,197,"2",197,691
6,207,"207",207,691
6,207,"7",207,691
7,209,"209",209,691
4,213,"213",213,691
4,220,"220",220,691
6,238,"238",238,691
6,238,"4",238,691
7,239,"239",239,691
7,239,"3",239,691
7,242,"242",242,691
7,242,"1",242,691
7,242,"2",242,691
7,242,"5",242,691
6,243,"243",243,691
6,243,"7",243,691
6,243,"4",243,691
4,253,"253",253,691
7,255,"255",255,691
7,255,"6",255,691
7,265,"265",265,691
5,50,"50",50,691
5,50,"4",50,691
5,50,"3",50,691
5,50,"2",50,691
7,55,"55",55,691
7,55,"3",55,691
7,55,"6",55,691
7,55,"5",55,691
7,55,"2",55,691
7,55,"4",55,691
4,62,"62",62,691
4,62,"6",62,691
4,64,"64",64,691
7,75,"75",75,691
4,84,"84",84,691
7,92,"92",92,691
7,92,"6",92,691
7,92,"5",92,691
7,92,"4",92,691
7,92,"3",92,691
7,92,"2",92,691
4,92,"92",92,691
4,92,"6",92,691
4,92,"5",92,691
4,92,"7",92,691
4,92,"3",92,691
4,92,"2",92,691
7,96,"96",96,691
7,96,"5",96,691
7,97,"97",97,691
3,111,"111",111,691
3,111,"6",111,691
3,111,"7",111,691
3,111,"4",111,691
3,111,"2",111,691
3,115,"115",115,691
3,115,"7",115,691
3,136,"136",136,691
3,136,"7",136,691
3,136,"4",136,691
3,139,"139",139,691
3,139,"7",139,691
3,139,"5",139,691
3,149,"149",149,691
3,151,"151",151,691
3,159,"159",159,691
3,165,"165",165,691
3,165,"4",165,691
3,165,"5",165,691
3,165,"7",165,691
3,165,"6",165,691
3,170,"170",170,691
3,170,"4",170,691
