"layer_from","node_from","layer_to","node_to","trial_number"
4,1,"1",1,852
4,1,"5",1,852
4,1,"6",1,852
5,1,"1",1,852
5,1,"4",1,852
5,1,"6",1,852
6,1,"1",1,852
6,1,"4",1,852
6,1,"5",1,852
6,10,"10",10,852
6,10,"4",10,852
6,10,"7",10,852
6,10,"5",10,852
4,10,"10",10,852
4,10,"6",10,852
4,10,"7",10,852
4,10,"5",10,852
7,10,"10",10,852
7,10,"6",10,852
7,10,"4",10,852
7,10,"5",10,852
5,10,"10",10,852
5,10,"6",10,852
5,10,"4",10,852
5,10,"7",10,852
3,11,"11",11,852
5,12,"12",12,852
5,12,"3",12,852
5,12,"6",12,852
5,12,"4",12,852
5,12,"1",12,852
3,12,"12",12,852
3,12,"5",12,852
3,12,"6",12,852
3,12,"4",12,852
3,12,"1",12,852
6,12,"12",12,852
6,12,"5",12,852
6,12,"3",12,852
6,12,"4",12,852
6,12,"1",12,852
4,12,"12",12,852
4,12,"5",12,852
4,12,"3",12,852
4,12,"6",12,852
4,12,"1",12,852
1,12,"12",12,852
1,12,"5",12,852
1,12,"3",12,852
1,12,"6",12,852
1,12,"4",12,852
4,13,"13",13,852
4,13,"5",13,852
5,13,"13",13,852
5,13,"4",13,852
2,14,"14",14,852
2,14,"4",14,852
2,14,"1",14,852
4,14,"14",14,852
4,14,"2",14,852
4,14,"1",14,852
1,14,"14",14,852
1,14,"2",14,852
1,14,"4",14,852
1,15,"15",15,852
1,15,"2",15,852
2,15,"15",15,852
2,15,"1",15,852
5,16,"16",16,852
5,16,"3",16,852
5,16,"6",16,852
3,16,"16",16,852
3,16,"5",16,852
3,16,"6",16,852
6,16,"16",16,852
6,16,"5",16,852
6,16,"3",16,852
2,17,"17",17,852
2,17,"1",17,852
2,17,"5",17,852
2,17,"6",17,852
2,17,"4",17,852
2,17,"3",17,852
1,17,"17",17,852
1,17,"2",17,852
1,17,"5",17,852
1,17,"6",17,852
1,17,"4",17,852
1,17,"3",17,852
5,17,"17",17,852
5,17,"2",17,852
5,17,"1",17,852
5,17,"6",17,852
5,17,"4",17,852
5,17,"3",17,852
6,17,"17",17,852
6,17,"2",17,852
6,17,"1",17,852
6,17,"5",17,852
6,17,"4",17,852
6,17,"3",17,852
4,17,"17",17,852
4,17,"2",17,852
4,17,"1",17,852
4,17,"5",17,852
4,17,"6",17,852
4,17,"3",17,852
3,17,"17",17,852
3,17,"2",17,852
3,17,"1",17,852
3,17,"5",17,852
3,17,"6",17,852
3,17,"4",17,852
5,18,"18",18,852
3,19,"19",19,852
1,2,"2",2,852
6,20,"20",20,852
6,20,"4",20,852
4,20,"20",20,852
4,20,"6",20,852
7,21,"21",21,852
2,22,"22",22,852
4,23,"23",23,852
1,24,"24",24,852
3,25,"25",25,852
1,26,"26",26,852
1,26,"2",26,852
1,26,"3",26,852
1,26,"6",26,852
1,26,"5",26,852
1,26,"4",26,852
2,26,"26",26,852
2,26,"1",26,852
2,26,"3",26,852
2,26,"6",26,852
2,26,"5",26,852
2,26,"4",26,852
3,26,"26",26,852
3,26,"1",26,852
3,26,"2",26,852
3,26,"6",26,852
3,26,"5",26,852
3,26,"4",26,852
6,26,"26",26,852
6,26,"1",26,852
6,26,"2",26,852
6,26,"3",26,852
6,26,"5",26,852
6,26,"4",26,852
5,26,"26",26,852
5,26,"1",26,852
5,26,"2",26,852
5,26,"3",26,852
5,26,"6",26,852
5,26,"4",26,852
4,26,"26",26,852
4,26,"1",26,852
4,26,"2",26,852
4,26,"3",26,852
4,26,"6",26,852
4,26,"5",26,852
5,27,"27",27,852
1,28,"28",28,852
5,29,"29",29,852
1,3,"3",3,852
5,30,"30",30,852
7,31,"31",31,852
7,31,"4",31,852
7,31,"5",31,852
7,31,"6",31,852
4,31,"31",31,852
4,31,"7",31,852
4,31,"5",31,852
4,31,"6",31,852
5,31,"31",31,852
5,31,"7",31,852
5,31,"4",31,852
5,31,"6",31,852
6,31,"31",31,852
6,31,"7",31,852
6,31,"4",31,852
6,31,"5",31,852
2,32,"32",32,852
6,33,"33",33,852
6,33,"7",33,852
7,33,"33",33,852
7,33,"6",33,852
3,34,"34",34,852
3,34,"4",34,852
3,34,"6",34,852
4,34,"34",34,852
4,34,"3",34,852
4,34,"6",34,852
6,34,"34",34,852
6,34,"3",34,852
6,34,"4",34,852
3,35,"35",35,852
3,35,"6",35,852
3,35,"5",35,852
3,35,"7",35,852
6,35,"35",35,852
6,35,"3",35,852
6,35,"5",35,852
6,35,"7",35,852
5,35,"35",35,852
5,35,"3",35,852
5,35,"6",35,852
5,35,"7",35,852
7,35,"35",35,852
7,35,"3",35,852
7,35,"6",35,852
7,35,"5",35,852
6,36,"36",36,852
6,36,"2",36,852
2,36,"36",36,852
2,36,"6",36,852
4,37,"37",37,852
4,37,"7",37,852
7,37,"37",37,852
7,37,"4",37,852
5,38,"38",38,852
5,38,"4",38,852
5,38,"7",38,852
5,38,"3",38,852
4,38,"38",38,852
4,38,"5",38,852
4,38,"7",38,852
4,38,"3",38,852
7,38,"38",38,852
7,38,"5",38,852
7,38,"4",38,852
7,38,"3",38,852
3,38,"38",38,852
3,38,"5",38,852
3,38,"4",38,852
3,38,"7",38,852
1,39,"39",39,852
7,4,"4",4,852
7,4,"5",4,852
7,4,"6",4,852
5,4,"4",4,852
5,4,"7",4,852
5,4,"6",4,852
6,4,"4",4,852
6,4,"7",4,852
6,4,"5",4,852
7,5,"5",5,852
7,5,"5",5,852
5,5,"7",5,852
5,6,"6",6,852
4,7,"7",7,852
3,8,"8",8,852
3,8,"5",8,852
3,8,"7",8,852
3,8,"6",8,852
3,8,"2",8,852
3,8,"1",8,852
3,8,"4",8,852
5,8,"8",8,852
5,8,"3",8,852
5,8,"7",8,852
5,8,"6",8,852
5,8,"2",8,852
5,8,"1",8,852
5,8,"4",8,852
7,8,"8",8,852
7,8,"3",8,852
7,8,"5",8,852
7,8,"6",8,852
7,8,"2",8,852
7,8,"1",8,852
7,8,"4",8,852
6,8,"8",8,852
6,8,"3",8,852
6,8,"5",8,852
6,8,"7",8,852
6,8,"2",8,852
6,8,"1",8,852
6,8,"4",8,852
2,8,"8",8,852
2,8,"3",8,852
2,8,"5",8,852
2,8,"7",8,852
2,8,"6",8,852
2,8,"1",8,852
2,8,"4",8,852
1,8,"8",8,852
1,8,"3",8,852
1,8,"5",8,852
1,8,"7",8,852
1,8,"6",8,852
1,8,"2",8,852
1,8,"4",8,852
4,8,"8",8,852
4,8,"3",8,852
4,8,"5",8,852
4,8,"7",8,852
4,8,"6",8,852
4,8,"2",8,852
4,8,"1",8,852
5,9,"9",9,852
5,9,"7",9,852
5,9,"1",9,852
5,9,"2",9,852
5,9,"3",9,852
5,9,"6",9,852
5,9,"4",9,852
7,9,"9",9,852
7,9,"5",9,852
7,9,"1",9,852
7,9,"2",9,852
7,9,"3",9,852
7,9,"6",9,852
7,9,"4",9,852
1,9,"9",9,852
1,9,"5",9,852
1,9,"7",9,852
1,9,"2",9,852
1,9,"3",9,852
1,9,"6",9,852
1,9,"4",9,852
2,9,"9",9,852
2,9,"5",9,852
2,9,"7",9,852
2,9,"1",9,852
2,9,"3",9,852
2,9,"6",9,852
2,9,"4",9,852
3,9,"9",9,852
3,9,"5",9,852
3,9,"7",9,852
3,9,"1",9,852
3,9,"2",9,852
3,9,"6",9,852
3,9,"4",9,852
6,9,"9",9,852
6,9,"5",9,852
6,9,"7",9,852
6,9,"1",9,852
6,9,"2",9,852
6,9,"3",9,852
6,9,"4",9,852
4,9,"9",9,852
4,9,"5",9,852
4,9,"7",9,852
4,9,"1",9,852
4,9,"2",9,852
4,9,"3",9,852
