"layer_from","node_from","layer_to","node_to","trial_number"
4,1,"1",1,872
4,1,"6",1,872
4,1,"5",1,872
6,1,"1",1,872
6,1,"4",1,872
6,1,"5",1,872
5,1,"1",1,872
5,1,"4",1,872
5,1,"6",1,872
6,10,"10",10,872
6,10,"4",10,872
6,10,"7",10,872
6,10,"5",10,872
4,10,"10",10,872
4,10,"6",10,872
4,10,"7",10,872
4,10,"5",10,872
7,10,"10",10,872
7,10,"6",10,872
7,10,"4",10,872
7,10,"5",10,872
5,10,"10",10,872
5,10,"6",10,872
5,10,"4",10,872
5,10,"7",10,872
3,11,"11",11,872
5,12,"12",12,872
5,12,"6",12,872
5,12,"3",12,872
5,12,"4",12,872
5,12,"1",12,872
6,12,"12",12,872
6,12,"5",12,872
6,12,"3",12,872
6,12,"4",12,872
6,12,"1",12,872
3,12,"12",12,872
3,12,"5",12,872
3,12,"6",12,872
3,12,"4",12,872
3,12,"1",12,872
4,12,"12",12,872
4,12,"5",12,872
4,12,"6",12,872
4,12,"3",12,872
4,12,"1",12,872
1,12,"12",12,872
1,12,"5",12,872
1,12,"6",12,872
1,12,"3",12,872
1,12,"4",12,872
4,13,"13",13,872
4,13,"5",13,872
5,13,"13",13,872
5,13,"4",13,872
2,14,"14",14,872
2,14,"4",14,872
2,14,"1",14,872
4,14,"14",14,872
4,14,"2",14,872
4,14,"1",14,872
1,14,"14",14,872
1,14,"2",14,872
1,14,"4",14,872
1,15,"15",15,872
1,15,"2",15,872
2,15,"15",15,872
2,15,"1",15,872
3,16,"16",16,872
3,16,"6",16,872
3,16,"5",16,872
6,16,"16",16,872
6,16,"3",16,872
6,16,"5",16,872
5,16,"16",16,872
5,16,"3",16,872
5,16,"6",16,872
6,17,"17",17,872
6,17,"1",17,872
6,17,"2",17,872
6,17,"5",17,872
6,17,"3",17,872
6,17,"4",17,872
1,17,"17",17,872
1,17,"6",17,872
1,17,"2",17,872
1,17,"5",17,872
1,17,"3",17,872
1,17,"4",17,872
2,17,"17",17,872
2,17,"6",17,872
2,17,"1",17,872
2,17,"5",17,872
2,17,"3",17,872
2,17,"4",17,872
5,17,"17",17,872
5,17,"6",17,872
5,17,"1",17,872
5,17,"2",17,872
5,17,"3",17,872
5,17,"4",17,872
3,17,"17",17,872
3,17,"6",17,872
3,17,"1",17,872
3,17,"2",17,872
3,17,"5",17,872
3,17,"4",17,872
4,17,"17",17,872
4,17,"6",17,872
4,17,"1",17,872
4,17,"2",17,872
4,17,"5",17,872
4,17,"3",17,872
5,18,"18",18,872
3,19,"19",19,872
1,2,"2",2,872
4,20,"20",20,872
4,20,"6",20,872
6,20,"20",20,872
6,20,"4",20,872
7,21,"21",21,872
2,22,"22",22,872
4,23,"23",23,872
1,24,"24",24,872
3,25,"25",25,872
1,26,"26",26,872
1,26,"2",26,872
1,26,"5",26,872
1,26,"6",26,872
1,26,"4",26,872
1,26,"3",26,872
2,26,"26",26,872
2,26,"1",26,872
2,26,"5",26,872
2,26,"6",26,872
2,26,"4",26,872
2,26,"3",26,872
5,26,"26",26,872
5,26,"1",26,872
5,26,"2",26,872
5,26,"6",26,872
5,26,"4",26,872
5,26,"3",26,872
6,26,"26",26,872
6,26,"1",26,872
6,26,"2",26,872
6,26,"5",26,872
6,26,"4",26,872
6,26,"3",26,872
4,26,"26",26,872
4,26,"1",26,872
4,26,"2",26,872
4,26,"5",26,872
4,26,"6",26,872
4,26,"3",26,872
3,26,"26",26,872
3,26,"1",26,872
3,26,"2",26,872
3,26,"5",26,872
3,26,"6",26,872
3,26,"4",26,872
5,27,"27",27,872
1,28,"28",28,872
5,29,"29",29,872
1,3,"3",3,872
5,30,"30",30,872
7,31,"31",31,872
7,31,"4",31,872
7,31,"5",31,872
7,31,"6",31,872
4,31,"31",31,872
4,31,"7",31,872
4,31,"5",31,872
4,31,"6",31,872
5,31,"31",31,872
5,31,"7",31,872
5,31,"4",31,872
5,31,"6",31,872
6,31,"31",31,872
6,31,"7",31,872
6,31,"4",31,872
6,31,"5",31,872
2,32,"32",32,872
6,33,"33",33,872
6,33,"7",33,872
7,33,"33",33,872
7,33,"6",33,872
3,34,"34",34,872
3,34,"4",34,872
3,34,"6",34,872
4,34,"34",34,872
4,34,"3",34,872
4,34,"6",34,872
6,34,"34",34,872
6,34,"3",34,872
6,34,"4",34,872
5,35,"35",35,872
5,35,"6",35,872
5,35,"3",35,872
5,35,"7",35,872
6,35,"35",35,872
6,35,"5",35,872
6,35,"3",35,872
6,35,"7",35,872
3,35,"35",35,872
3,35,"5",35,872
3,35,"6",35,872
3,35,"7",35,872
7,35,"35",35,872
7,35,"5",35,872
7,35,"6",35,872
7,35,"3",35,872
6,36,"36",36,872
6,36,"2",36,872
2,36,"36",36,872
2,36,"6",36,872
4,37,"37",37,872
4,37,"7",37,872
7,37,"37",37,872
7,37,"4",37,872
5,38,"38",38,872
5,38,"7",38,872
5,38,"4",38,872
5,38,"3",38,872
7,38,"38",38,872
7,38,"5",38,872
7,38,"4",38,872
7,38,"3",38,872
4,38,"38",38,872
4,38,"5",38,872
4,38,"7",38,872
4,38,"3",38,872
3,38,"38",38,872
3,38,"5",38,872
3,38,"7",38,872
3,38,"4",38,872
1,39,"39",39,872
7,4,"4",4,872
7,4,"6",4,872
7,4,"5",4,872
6,4,"4",4,872
6,4,"7",4,872
6,4,"5",4,872
5,4,"4",4,872
5,4,"7",4,872
5,4,"6",4,872
7,5,"5",5,872
7,5,"5",5,872
5,5,"7",5,872
5,6,"6",6,872
4,7,"7",7,872
2,8,"8",8,872
2,8,"5",8,872
2,8,"7",8,872
2,8,"4",8,872
2,8,"3",8,872
2,8,"1",8,872
2,8,"6",8,872
5,8,"8",8,872
5,8,"2",8,872
5,8,"7",8,872
5,8,"4",8,872
5,8,"3",8,872
5,8,"1",8,872
5,8,"6",8,872
7,8,"8",8,872
7,8,"2",8,872
7,8,"5",8,872
7,8,"4",8,872
7,8,"3",8,872
7,8,"1",8,872
7,8,"6",8,872
4,8,"8",8,872
4,8,"2",8,872
4,8,"5",8,872
4,8,"7",8,872
4,8,"3",8,872
4,8,"1",8,872
4,8,"6",8,872
3,8,"8",8,872
3,8,"2",8,872
3,8,"5",8,872
3,8,"7",8,872
3,8,"4",8,872
3,8,"1",8,872
3,8,"6",8,872
1,8,"8",8,872
1,8,"2",8,872
1,8,"5",8,872
1,8,"7",8,872
1,8,"4",8,872
1,8,"3",8,872
1,8,"6",8,872
6,8,"8",8,872
6,8,"2",8,872
6,8,"5",8,872
6,8,"7",8,872
6,8,"4",8,872
6,8,"3",8,872
6,8,"1",8,872
6,9,"9",9,872
6,9,"7",9,872
6,9,"1",9,872
6,9,"2",9,872
6,9,"3",9,872
6,9,"5",9,872
6,9,"4",9,872
7,9,"9",9,872
7,9,"6",9,872
7,9,"1",9,872
7,9,"2",9,872
7,9,"3",9,872
7,9,"5",9,872
7,9,"4",9,872
1,9,"9",9,872
1,9,"6",9,872
1,9,"7",9,872
1,9,"2",9,872
1,9,"3",9,872
1,9,"5",9,872
1,9,"4",9,872
2,9,"9",9,872
2,9,"6",9,872
2,9,"7",9,872
2,9,"1",9,872
2,9,"3",9,872
2,9,"5",9,872
2,9,"4",9,872
3,9,"9",9,872
3,9,"6",9,872
3,9,"7",9,872
3,9,"1",9,872
3,9,"2",9,872
3,9,"5",9,872
3,9,"4",9,872
5,9,"9",9,872
5,9,"6",9,872
5,9,"7",9,872
5,9,"1",9,872
5,9,"2",9,872
5,9,"3",9,872
5,9,"4",9,872
4,9,"9",9,872
4,9,"6",9,872
4,9,"7",9,872
