"trial_number","layer_from","node_from","layer_to","node_to"
756,1,104,"6",104
756,1,225,"5",225
756,1,60,"2",60
756,1,60,"5",60
756,1,60,"7",60
756,1,62,"4",62
756,1,135,"4",135
756,1,274,"2",274
756,1,274,"3",274
756,1,274,"4",274
756,1,274,"5",274
756,1,274,"7",274
756,1,56,"2",56
756,1,56,"4",56
756,1,56,"7",56
756,1,111,"3",111
756,1,111,"4",111
756,1,111,"6",111
756,1,111,"7",111
756,1,284,"2",284
756,1,284,"3",284
756,1,284,"4",284
756,1,284,"6",284
756,1,284,"7",284
756,1,50,"2",50
756,1,50,"5",50
756,1,50,"7",50
756,1,44,"2",44
756,1,44,"4",44
756,1,44,"6",44
756,1,115,"6",115
756,1,170,"3",170
756,1,170,"4",170
756,1,170,"5",170
756,1,170,"6",170
756,1,170,"7",170
756,1,92,"2",92
756,1,92,"3",92
756,1,92,"4",92
756,1,92,"5",92
756,1,92,"6",92
756,1,40,"6",40
756,1,254,"2",254
756,1,254,"7",254
756,1,239,"3",239
756,1,239,"6",239
756,1,203,"6",203
756,1,55,"2",55
756,1,55,"4",55
756,1,55,"5",55
756,1,55,"6",55
756,1,55,"7",55
756,1,190,"7",190
756,1,207,"4",207
756,1,216,"2",216
756,1,216,"5",216
756,1,216,"7",216
756,1,98,"2",98
756,1,98,"6",98
756,1,138,"2",138
756,1,138,"5",138
756,1,275,"2",275
756,1,275,"3",275
756,1,275,"4",275
756,1,275,"6",275
756,1,275,"7",275
756,1,136,"2",136
756,1,136,"5",136
756,1,163,"2",163
756,1,163,"4",163
756,1,163,"5",163
756,1,163,"6",163
756,1,163,"7",163
756,1,84,"4",84
756,1,84,"6",84
756,1,99,"2",99
756,1,187,"2",187
756,1,187,"3",187
756,1,187,"4",187
756,1,187,"5",187
756,1,227,"2",227
756,1,133,"6",133
756,2,212,"7",212
756,2,226,"5",226
756,2,215,"3",215
756,2,216,"1",216
756,2,216,"5",216
756,2,216,"7",216
756,2,55,"1",55
756,2,55,"4",55
756,2,55,"5",55
756,2,55,"6",55
756,2,55,"7",55
756,2,274,"1",274
756,2,274,"3",274
756,2,274,"4",274
756,2,274,"5",274
756,2,274,"7",274
756,2,44,"1",44
756,2,44,"4",44
756,2,44,"6",44
756,2,187,"1",187
756,2,187,"3",187
756,2,187,"4",187
756,2,187,"5",187
756,2,275,"1",275
756,2,275,"3",275
756,2,275,"4",275
756,2,275,"6",275
756,2,275,"7",275
756,2,284,"1",284
756,2,284,"3",284
756,2,284,"4",284
756,2,284,"6",284
756,2,284,"7",284
756,2,270,"3",270
756,2,270,"6",270
756,2,270,"7",270
756,2,138,"1",138
756,2,138,"5",138
756,2,192,"6",192
756,2,192,"7",192
756,2,50,"1",50
756,2,50,"5",50
756,2,50,"7",50
756,2,137,"3",137
756,2,163,"1",163
756,2,163,"4",163
756,2,163,"5",163
756,2,163,"6",163
756,2,163,"7",163
756,2,241,"4",241
756,2,96,"4",96
756,2,219,"7",219
756,2,254,"1",254
756,2,254,"7",254
756,2,95,"6",95
756,2,81,"5",81
756,2,235,"3",235
756,2,235,"4",235
756,2,235,"5",235
756,2,238,"7",238
756,2,98,"1",98
756,2,98,"6",98
756,2,92,"1",92
756,2,92,"3",92
756,2,92,"4",92
756,2,92,"5",92
756,2,92,"6",92
756,2,60,"1",60
756,2,60,"5",60
756,2,60,"7",60
756,2,99,"1",99
756,2,227,"1",227
756,2,141,"3",141
756,2,141,"6",141
756,2,136,"1",136
756,2,136,"5",136
756,2,211,"3",211
756,2,211,"6",211
756,2,101,"3",101
756,2,101,"4",101
756,2,101,"5",101
756,2,101,"6",101
756,2,101,"7",101
756,2,56,"1",56
756,2,56,"4",56
756,2,56,"7",56
756,2,112,"3",112
756,2,276,"3",276
756,2,276,"7",276
756,3,92,"1",92
756,3,92,"2",92
756,3,92,"4",92
756,3,92,"5",92
756,3,92,"6",92
756,3,143,"6",143
756,3,101,"2",101
756,3,101,"4",101
756,3,101,"5",101
756,3,101,"6",101
756,3,101,"7",101
756,3,270,"2",270
756,3,270,"6",270
756,3,270,"7",270
756,3,239,"1",239
756,3,239,"6",239
756,3,145,"4",145
756,3,215,"2",215
756,3,274,"1",274
756,3,274,"2",274
756,3,274,"4",274
756,3,274,"5",274
756,3,274,"7",274
756,3,112,"2",112
756,3,146,"5",146
756,3,242,"4",242
756,3,242,"5",242
756,3,242,"7",242
756,3,202,"4",202
756,3,193,"4",193
756,3,188,"7",188
756,3,197,"5",197
756,3,275,"1",275
756,3,275,"2",275
756,3,275,"4",275
756,3,275,"6",275
756,3,275,"7",275
756,3,167,"7",167
756,3,284,"1",284
756,3,284,"2",284
756,3,284,"4",284
756,3,284,"6",284
756,3,284,"7",284
756,3,126,"4",126
756,3,126,"5",126
756,3,266,"6",266
756,3,211,"2",211
756,3,211,"6",211
756,3,276,"2",276
756,3,276,"7",276
756,3,165,"4",165
756,3,165,"5",165
756,3,165,"6",165
756,3,165,"7",165
756,3,255,"6",255
756,3,187,"1",187
756,3,187,"2",187
756,3,187,"4",187
756,3,187,"5",187
756,3,137,"2",137
756,3,141,"2",141
756,3,141,"6",141
756,3,111,"1",111
756,3,111,"4",111
756,3,111,"6",111
756,3,111,"7",111
756,3,235,"2",235
756,3,235,"4",235
756,3,235,"5",235
756,3,170,"1",170
756,3,170,"4",170
756,3,170,"5",170
756,3,170,"6",170
756,3,170,"7",170
756,4,135,"1",135
756,4,163,"1",163
756,4,163,"2",163
756,4,163,"5",163
756,4,163,"6",163
756,4,163,"7",163
756,4,56,"1",56
756,4,56,"2",56
756,4,56,"7",56
756,4,235,"2",235
756,4,235,"3",235
756,4,235,"5",235
756,4,44,"1",44
756,4,44,"2",44
756,4,44,"6",44
756,4,241,"2",241
756,4,165,"3",165
756,4,165,"5",165
756,4,165,"6",165
756,4,165,"7",165
756,4,101,"2",101
756,4,101,"3",101
