"","node_id","module","layer_id","flow","type","species"
"1",1,10,4,0.0105168,"plant","Argyranthemum.frutescens"
"2",1,10,5,0.0105143,"plant","Argyranthemum.frutescens"
"3",1,10,6,0.00982875,"plant","Argyranthemum.frutescens"
"4",2,4,1,2.31754e-05,"plant","Argyranthemum.sp."
"5",3,30,1,0.002915,"plant","Asparagus.pastorianus"
"6",4,23,5,0.00165396,"plant","Asphaltklee.bituminosa"
"7",4,23,6,0.00215942,"plant","Asphaltklee.bituminosa"
"8",4,23,7,0.00262967,"plant","Asphaltklee.bituminosa"
"9",5,34,5,0.00157433,"plant","Ceballosia.fruticosa"
"10",5,34,7,0.00130912,"plant","Ceballosia.fruticosa"
"11",6,47,5,0.000382949,"plant","Ceropegia.dichotoma"
"12",7,2,4,2.66724e-05,"plant","Ceropegia.fusca"
"13",8,4,1,0.00984437,"plant","Euphorbia.balsamifera..f."
"14",8,4,2,0.00907647,"plant","Euphorbia.balsamifera..f."
"15",8,4,3,0.00998303,"plant","Euphorbia.balsamifera..f."
"16",8,4,4,0.00906145,"plant","Euphorbia.balsamifera..f."
"17",8,4,5,0.0102427,"plant","Euphorbia.balsamifera..f."
"18",8,4,6,0.00996101,"plant","Euphorbia.balsamifera..f."
"19",8,4,7,0.00873917,"plant","Euphorbia.balsamifera..f."
"20",9,1,1,0.0183872,"plant","Euphorbia.balsamifera..m."
"21",9,1,2,0.0186142,"plant","Euphorbia.balsamifera..m."
"22",9,1,3,0.0174183,"plant","Euphorbia.balsamifera..m."
"23",9,1,4,0.0170649,"plant","Euphorbia.balsamifera..m."
"24",9,1,5,0.0188508,"plant","Euphorbia.balsamifera..m."
"25",9,1,6,0.0174033,"plant","Euphorbia.balsamifera..m."
"26",9,1,7,0.0168233,"plant","Euphorbia.balsamifera..m."
"27",10,6,4,0.0106323,"plant","Euphorbia.lamarckii"
"28",10,6,5,0.00829786,"plant","Euphorbia.lamarckii"
"29",10,6,6,0.00987191,"plant","Euphorbia.lamarckii"
"30",10,6,7,0.0143342,"plant","Euphorbia.lamarckii"
"31",11,35,3,0.00418347,"plant","Euphorbia.regis.jubae"
"32",12,14,1,0.00353879,"plant","Fagonia.albiflora"
"33",12,14,3,0.0042918,"plant","Fagonia.albiflora"
"34",12,14,4,0.00336472,"plant","Fagonia.albiflora"
"35",12,14,5,0.00452904,"plant","Fagonia.albiflora"
"36",12,14,6,0.00426684,"plant","Fagonia.albiflora"
"37",13,29,4,0.00159503,"plant","Frankenia.laevis"
"38",13,29,5,0.00154016,"plant","Frankenia.laevis"
"39",14,36,1,0.00113388,"plant","Helianthemum.canariensis"
"40",14,36,2,0.00196281,"plant","Helianthemum.canariensis"
"41",14,36,4,0.00141623,"plant","Helianthemum.canariensis"
"42",15,50,1,0.000851516,"plant","Kickxia.heterophylla"
"43",15,50,2,0.00108735,"plant","Kickxia.heterophylla"
"44",16,45,3,0.000982051,"plant","Kickxia.scoparia"
"45",16,45,5,0.000848389,"plant","Kickxia.scoparia"
"46",16,45,6,0.00110789,"plant","Kickxia.scoparia"
"47",17,3,1,0.0118015,"plant","Launaea.arborescens"
"48",17,3,2,0.0137679,"plant","Launaea.arborescens"
"49",17,3,3,0.0116998,"plant","Launaea.arborescens"
