"layer_from","layer_to","ave","sd","ave_dist","type","ave_dist_in_km"
2,12,0.45,NA,389996.6073,"null_fixed",389.9966073
2,13,0.227272727272727,NA,437285.0066,"null_fixed",437.2850066
2,14,0.142857142857143,NA,437375.2712,"null_fixed",437.3752712
3,4,0.842105263157895,NA,67.363151,"null_fixed",0.067363151
3,5,0.52,NA,190517.2168,"null_fixed",190.5172168
3,6,0.461538461538462,NA,190493.473,"null_fixed",190.493473
3,7,0.407407407407407,NA,284291.92,"null_fixed",284.29192
3,8,0.5,NA,284225.6416,"null_fixed",284.2256416
3,9,0.44,NA,337010.9202,"null_fixed",337.0109202
3,10,0.407407407407407,NA,337167.3216,"null_fixed",337.1673216
3,11,0.391304347826087,NA,376908.7486,"null_fixed",376.9087486
3,12,0.571428571428571,NA,376943.1528,"null_fixed",376.9431528
3,13,0.291666666666667,NA,455682.8693,"null_fixed",455.6828693
3,14,0.4,NA,455736.6729,"null_fixed",455.7366729
4,5,0.423076923076923,NA,190455.7312,"null_fixed",190.4557312
4,6,0.37037037037037,NA,190431.974,"null_fixed",190.431974
4,7,0.37037037037037,NA,284225.063,"null_fixed",284.225063
4,8,0.413793103448276,NA,284158.7826,"null_fixed",284.1587826
4,9,0.346153846153846,NA,336943.6391,"null_fixed",336.9436391
4,10,0.321428571428571,NA,337100.0413,"null_fixed",337.1000413
4,11,0.291666666666667,NA,376842.1066,"null_fixed",376.8421066
4,12,0.454545454545455,NA,376876.5125,"null_fixed",376.8765125
4,13,0.2,NA,455616.6148,"null_fixed",455.6166148
4,14,0.285714285714286,NA,455670.4165,"null_fixed",455.6704165
5,6,0.739130434782609,NA,95.95512,"null_fixed",0.09595512
5,7,0.6,NA,116498.0882,"null_fixed",116.4980882
5,8,0.76,NA,116473.2763,"null_fixed",116.4732763
5,9,0.461538461538462,NA,173827.6658,"null_fixed",173.8276658
5,10,0.6,NA,173938.4686,"null_fixed",173.9384686
5,11,0.416666666666667,NA,200279.0495,"null_fixed",200.2790495
5,12,0.590909090909091,NA,200296.3813,"null_fixed",200.2963813
5,13,0.375,NA,274321.0892,"null_fixed",274.3210892
5,14,0.304347826086957,NA,274386.7194,"null_fixed",274.3867194
6,7,0.6,NA,116448.0545,"null_fixed",116.4480545
6,8,0.692307692307692,NA,116423.1775,"null_fixed",116.4231775
6,9,0.583333333333333,NA,173779.1593,"null_fixed",173.7791593
6,10,0.6,NA,173890.0276,"null_fixed",173.8900276
6,11,0.416666666666667,NA,200252.1231,"null_fixed",200.2521231
6,12,0.590909090909091,NA,200269.4864,"null_fixed",200.2694864
6,13,0.434782608695652,NA,274306.3841,"null_fixed",274.3063841
6,14,0.363636363636364,NA,274371.9913,"null_fixed",274.3719913
7,8,0.76,NA,95.901643,"null_fixed",0.095901643
7,9,0.461538461538462,NA,57391.05093,"null_fixed",57.39105093
7,10,0.428571428571429,NA,57507.0912,"null_fixed",57.5070912
7,11,0.416666666666667,NA,92943.79946,"null_fixed",92.94379946
7,12,0.458333333333333,NA,92982.62174,"null_fixed",92.98262174
7,13,0.32,NA,172702.2428,"null_fixed",172.7022428
7,14,0.25,NA,172748.3908,"null_fixed",172.7483908
8,9,0.5,NA,57421.1674,"null_fixed",57.4211674
8,10,0.571428571428571,NA,57537.41864,"null_fixed",57.53741864
8,11,0.407407407407407,NA,93016.48528,"null_fixed",93.01648528
8,12,0.625,NA,93055.34728,"null_fixed",93.05534728
8,13,0.37037037037037,NA,172778.5189,"null_fixed",172.7785189
8,14,0.259259259259259,NA,172824.6395,"null_fixed",172.8246395
9,10,0.80952380952381,NA,176.725963,"null_fixed",0.176725963
9,11,0.454545454545455,NA,52803.77965,"null_fixed",52.80377965
9,12,0.5,NA,52869.02752,"null_fixed",52.86902752
9,13,0.476190476190476,NA,129490.6054,"null_fixed",129.4906054
9,14,0.473684210526316,NA,129514.9474,"null_fixed",129.5149474
10,11,0.478260869565217,NA,52633.94478,"null_fixed",52.63394478
10,12,0.521739130434783,NA,52699.21787,"null_fixed",52.69921787
10,13,0.434782608695652,NA,129313.8797,"null_fixed",129.3138797
10,14,0.428571428571429,NA,129338.2219,"null_fixed",129.3382219
11,12,0.526315789473684,NA,70.701802,"null_fixed",0.070701802
11,13,0.421052631578947,NA,80115.5239,"null_fixed",80.1155239
11,14,0.5,NA,80155.97026,"null_fixed",80.15597026
12,13,0.473684210526316,NA,80069.46551,"null_fixed",80.06946551
12,14,0.315789473684211,NA,80109.96825,"null_fixed",80.10996825
13,14,0.4375,NA,93.399466,"null_fixed",0.093399466
